artifact_id,glass_type,pattern,color,surface_weathering,SiO2,Na2O,K2O,CaO,MgO,Al2O3,Fe2O3,CuO,PbO,BaO,P2O5,SrO,SnO2,SO2,sample_count,closed_sum
1,高钾,C,蓝绿,无风化,71.02755865177748,0.0,10.23460710992726,6.474746439913943,0.8913021206843561,4.026226821022436,1.7826042413687122,3.9647577092511015,0.0,0.0,1.1986476795410306,0.0,0.0,0.3995492265136769,1,100.0
2,铅钡,A,浅蓝,风化,69.09706416661756,0.1422649900249377,1.684117550062634,0.7446212262368684,1.2084287407509418,7.825382394431765,0.5253844641803151,0.1750420142612464,17.903816463319703,0.0612405635510702,0.2541445874565191,0.1949565706898898,0.0918818009849766,0.0916544674315532,1,100.0
3,高钾,A,蓝绿,无风化,74.798873692679,0.0,8.829444891391793,3.962188254223652,0.5581255028157683,4.806918744971841,1.0860820595333869,2.95152855993564,0.8346741753821398,1.4380530973451326,0.6838294448913916,0.0502815768302493,0.0,0.0,2,99.99999999999996
4,高钾,A,蓝绿,无风化,68.58213616489692,0.0,10.0666250260254,7.412034145325837,1.623985009369144,6.704143243805954,2.144493025192588,2.2694149489902142,0.0,0.0,0.8224026650010409,0.0,0.0,0.3747657713928793,1,100.0
5,高钾,A,蓝绿,无风化,63.80685939280903,0.0,11.345974510413429,7.615791109729562,1.834006838669568,7.77121541809139,2.7147445860532597,3.388249922287846,0.0,0.0,0.9739923324007876,0.0621697233447311,0.0,0.4869961662003937,1,100.0
6,高钾,A,蓝绿,无风化,64.45186084142394,0.0,7.610234627831714,2.735639158576051,1.8760113268608407,10.720064724919093,4.262742718446601,2.371561488673138,0.2781148867313915,1.1883090614886729,4.389158576051779,0.1163025889967637,0.0,0.0,2,100.0
7,高钾,B,蓝绿,风化,69.92097842829237,0.1103607768293255,1.5621473411239126,9.120555412108253,1.0997467851045195,7.996300664745903,1.5439414547983716,5.535273485092048,0.2274720799362799,0.1174494257101469,2.4165559861278885,0.1265137124560139,0.1046946318561941,0.1180098158187633,1,100.0
8,铅钡,C,紫,风化,31.68150285315449,0.208903924103237,0.2150419162813813,1.1462115881105688,0.1386307702848183,2.579007490686465,0.0393613255249167,4.535809648076252,17.11147850497639,27.86029895812448,0.6060671502983409,0.5542838737456429,0.1349205365007206,13.188481460132303,2,100.0
9,高钾,B,蓝绿,风化,70.21651853902496,0.1080425840520557,10.552401294674162,5.494752493524505,1.0766459595458358,5.344343188306542,2.351237871034513,2.677051798511508,0.2226938956221702,0.1149823317099222,1.4994474159220226,0.1238562178019603,0.1024954597738582,0.1155309504959766,1,100.0
10,高钾,B,蓝绿,风化,72.4970962120517,0.1095364908779432,15.814892369828373,2.398508120868311,1.0915327633199372,3.4722520875955167,2.043212983674968,1.5461959982213518,0.225773088272664,0.1165721945561788,0.3378178451829784,0.1255687800368086,0.1039126664088353,0.1171283991044258,1,100.0
11,铅钡,C,浅蓝,风化,69.22541036772633,0.1539095843045147,0.4911383903556008,1.1918467460069233,0.8273013299072148,4.051434713379172,0.028999384646412,2.645912109734959,10.387601149242938,9.745844522229904,0.7102165125626397,0.341826213644809,0.0994024586953475,0.099156517563241,1,100.0
12,高钾,B,蓝绿,风化,65.42362087362987,0.1014462743657978,15.939192879542665,5.875849048769616,1.0109136352596928,5.5127935924310405,2.049996050393879,2.665950113323923,0.2090977944769471,0.1079623305218606,0.7821676943778166,0.1162944404124386,0.0962378179372097,0.108477454557264,1,100.0
13,高钾,C,浅蓝,无风化,60.1283880171184,2.9142041980843696,12.76747503566334,8.864886896270633,0.0,6.276747503566335,2.934583248420624,4.819645404524151,0.0,0.0,1.2940696963521503,0.0,0.0,0.0,1,100.0
14,高钾,C,深绿,无风化,63.1010101010101,3.414141414141414,12.404040404040405,8.313131313131313,0.6666666666666667,9.323232323232324,0.5050505050505051,0.4747474747474747,1.6363636363636365,0.0,0.1616161616161616,0.0,0.0,0.0,1,100.0
16,高钾,C,浅蓝,无风化,66.23310639162689,2.1339294787115137,14.754598109948178,8.403617518544864,0.5284015852047557,6.279849608779596,0.4267858957423026,1.0872878772482475,0.1117772584086983,0.0,0.0,0.0406462757849812,0.0,0.0,1,100.0
18,高钾,A,深蓝,无风化,81.706940874036,0.0,9.686375321336763,0.0,1.5732647814910028,3.1362467866323915,0.0,0.0,0.0,0.0,1.398457583547558,0.0719794344473007,2.426735218508998,0.0,1,100.0
19,铅钡,A,未知,风化,65.74446512666414,0.16558438124323,0.1704495633658575,1.0762410330007115,0.7581960170457389,5.733560641207034,0.4461475621727533,2.042999851910756,18.8173666864872,3.884695769031557,0.7197598075239194,0.2269129117524183,0.1069426227840317,0.1066780258106453,1,100.0
20,铅钡,A,浅蓝,无风化,42.25766316027599,0.0,0.8030765750480715,0.0,0.0,6.164461033819705,1.7079515891867438,5.406628209478567,10.519172039362063,26.63725822870716,6.503789164121707,0.0,0.0,0.0,1,100.00000000000004
21,高钾,A,蓝绿,无风化,77.83191230207066,0.0,0.0,4.780755176613885,1.2383272431993504,6.282988225740967,2.405602923264312,3.329273244011368,1.0150223304912709,1.9995939910678036,1.116524563540398,0.0,0.0,0.0,1,100.0
22,高钾,B,蓝绿,风化,56.199650492784905,0.0889721757164404,10.57890560822079,11.060825846847628,6.560907017339246,11.157521780952434,2.074526753054947,0.8684512310771803,0.1833865839670038,0.0946870006020242,0.8506279885970561,0.1019945725154105,0.0844041646832822,0.0951387836416695,1,100.0
23,铅钡,A,蓝绿,风化,55.74093264248705,8.207253886010363,0.0,0.5181347150259068,0.7357512953367875,1.471502590673575,0.0,3.098445595854922,17.595854922279795,12.290155440414509,0.0,0.3419689119170985,0.0,0.0,1,100.0
24,铅钡,C,紫,无风化,32.30177993527508,0.0,0.0,0.4753236245954692,0.0,1.608009708737864,0.0,8.555825242718447,29.47006472491909,26.527103559870547,0.1415857605177993,0.9203074433656958,0.0,0.0,1,100.0
25,铅钡,C,浅蓝,风化,52.14300432722028,2.379971151864826,0.0,0.6490830414176797,0.0,1.957552029672368,1.5969503399958789,1.153925406964764,32.86626828765712,6.851432103853288,0.1957552029672367,0.206058108386565,0.0,0.0,1,100.0
26,铅钡,C,紫,风化,29.9706674387122,0.2063025465142116,0.688545738619764,1.070989334491439,0.1369044696395989,2.0809018404526256,0.0388711783410646,4.768410804970015,16.304543985476165,30.32200933836909,0.4881695095302908,0.6290805497346652,0.1332404375678791,13.161362827580977,2,100.0
27,高钾,B,蓝绿,风化,67.59991841469098,0.1065938428568714,1.5088267134668698,7.830439427218431,6.798139084508853,9.691336167910736,1.6569358299331305,2.625148254350348,0.219707796915493,0.1134405355549336,1.5122156029401226,0.1221954318573836,0.101121099874967,0.1139817979208988,1,100.0
28,铅钡,A,浅蓝,风化,68.98368629040428,0.0,0.263451210862296,1.3577870098287566,1.013273887931908,4.762387273279966,0.4154422940520821,0.3343803830175295,17.3675144391529,4.093626507244908,1.0538048434491842,0.1215928665518289,0.2330529942243387,0.0,1,99.99999999999996
29,铅钡,A,浅蓝,风化,63.37605126151382,0.92110532639167,0.3003604325190228,2.9835802963556266,1.4917901481778133,14.357228674409292,0.8109731678013617,0.7408890668802564,12.324789747697237,2.032438926712054,0.4104925911093312,0.250300360432519,0.0,0.0,1,100.0
30,铅钡,A,深蓝,无风化,36.2420544113908,0.0,0.7170099160945843,4.439359267734553,0.7576913297737097,4.174930078820238,2.471395881006865,0.0,39.135519959318586,10.49580472921434,0.7170099160945843,0.4220696669209254,0.4271548436308162,0.0,2,100.0
31,铅钡,C,紫,无风化,66.9612922889363,0.0,0.0,1.6255206745910804,0.9041958752412884,3.159605811236412,4.66321243523316,0.4470181855125471,16.813979477801485,3.4745504419384337,1.6458396830234687,0.3047851264858275,0.0,0.0,1,100.0
32,铅钡,C,浅绿,无风化,70.65680113521185,0.0,0.2128522197445773,0.4662477194405028,0.0,2.392053517129536,1.0135819987837018,0.1114940198662072,20.02838029596595,4.946280154064465,0.1723089397932293,0.0,0.0,0.0,1,100.00000000000004
33,铅钡,C,深绿,无风化,75.54021608643458,0.0,0.1500600240096038,0.6402561024409764,1.0004001600640255,2.3509403761504606,0.0,0.470188075230092,16.166466586634655,3.5514205682272912,0.1300520208083233,0.0,0.0,0.0,1,100.0
34,铅钡,C,深绿,风化,70.54870306787107,0.1472779522760243,0.530618399189284,0.2780148264566924,0.0977351481435363,2.39003995104842,0.1581742231423819,0.8104110927708907,18.191526791332016,6.4032469565385375,0.0315433036434576,0.2227047893550145,0.0951194211459086,0.0948840770867275,1,100.0
35,铅钡,C,浅绿,无风化,68.50639226691612,0.0,0.0,0.3949693379066625,0.0,1.4967259120673526,0.1766968090635069,0.1663028791185947,22.91861552853134,5.903752208710113,0.4365450576863112,0.0,0.0,0.0,1,100.0
36,铅钡,C,深绿,风化,71.87778665487417,3.1486299125394392,0.3352906149494792,0.1368292788531026,0.0900630541855535,2.176815042582483,0.1074004348557448,0.3618011963000705,14.988341755137924,6.3855003765754415,0.0112305057983705,0.2052227258263936,0.0876526586748618,0.0874357888469966,1,100.0
37,铅钡,C,深绿,无风化,60.13202640528106,0.0,0.2300460092018404,0.8901780356071216,0.0,2.720544108821765,0.0,3.010602120424085,17.243448689737946,10.342068413682735,1.4602920584116823,0.3100620124024805,0.0,3.660732146429287,1,100.0
38,铅钡,C,深绿,风化,66.2831971500656,2.2246296809664443,0.1547292909579561,0.2515001002880614,0.0997491147868013,3.7865722659666914,0.1104545819267129,0.4263986960972883,19.664849675057333,6.399314349281866,0.0424366182920718,0.3622496956584451,0.0970794871503432,0.0968392935043565,1,100.0
39,铅钡,C,深绿,风化,62.27406963784405,0.1770222130065604,0.1822234602471586,0.4594737278575966,0.1174737423050752,1.0021159913846656,0.0333542272181015,0.5929193244251791,28.65246076942828,5.578018978002297,0.1085713089382217,0.5939200075259189,0.1143297429855216,0.1140468688313773,1,100.0
40,铅钡,C,未知,风化,48.92596841537048,0.2180082126925467,0.2244137060791466,0.9212693624534491,0.1446724688572566,1.1312914903449771,0.1191225467153138,0.0745100093934025,40.58538942424874,6.372117412276223,0.1984409163740385,0.8035433261847618,0.1408005385456798,0.1404521704639882,1,100.0
41,铅钡,C,浅绿,风化,50.76697335840385,0.2048822984813027,1.1388714895619387,2.2238346997115483,3.84772399408288,6.630366484448641,0.7296076166175558,0.2030692660975452,23.988491636041907,8.69605931478722,0.7539507821053656,0.5518501114687948,0.1323231708033283,0.1319957773881308,1,100.0
42,铅钡,A,浅蓝,风化,52.3658822928896,5.829207289061303,0.2552192333214231,0.4032463886478485,1.148486549946404,4.6909295084477565,0.0,2.7512633352049414,21.43841559899954,10.897861262824769,0.0408350773314276,0.1786534633249961,0.0,0.0,2,100.0
43,铅钡,C,浅蓝,风化,48.8231057139733,0.2179032355951274,0.2243056445561685,2.7454244588095524,1.4714719774156924,5.928232880593376,0.4720545506038572,2.7435323251128323,30.5816477995307,5.193247947324169,0.636496435449973,0.6814597531300834,0.1407327391189104,0.1403845387862664,2,100.0
44,铅钡,A,浅蓝,风化,61.279257465698144,3.0871670702179177,0.201775625504439,2.158999192897498,0.0,12.802663438256657,0.7768361581920904,0.4338175948345439,13.730831315577078,5.266343825665859,0.0,0.2623083131557708,0.0,0.0,1,100.0
45,铅钡,A,浅蓝,无风化,62.31441936139923,2.704901362619484,0.1118568232662192,0.8541793776693106,0.7524913565182022,5.084401057555421,0.0,0.5389465121008746,16.259914582062233,11.145007118161484,0.0,0.2338824486475493,0.0,0.0,1,100.00000000000004
46,铅钡,A,浅蓝,无风化,55.9768833012268,0.0,0.2534725742674643,0.0,1.6931967961066612,4.856534522964615,0.0,0.7806955287437899,25.60073000101389,10.19973638852276,0.2027780594139714,0.4359728277400385,0.0,0.0,1,100.0
47,铅钡,A,浅蓝,无风化,52.99198025909932,4.791281102200289,0.2981698539995887,0.8945095619987662,0.6271848653094798,3.146206045650833,0.0,0.6683117417232162,26.1155665227226,9.49002673246967,0.1028171910343409,0.873946123791898,0.0,0.0,1,100.0
48,铅钡,A,未知,风化,74.1697776881734,0.9358051907003794,0.4495404275328572,0.6512883950796943,1.1316179475940995,13.489150958845094,0.2213831186530058,0.0355373225461488,4.352658306338589,3.316670203233222,0.0607352675985051,0.1719700533546029,0.9468768844782092,0.0669882358722046,1,99.99999999999996
49,铅钡,A,黑,风化,60.25683336412016,0.0848059623707157,0.2386294409809503,1.900606085714628,1.4888930432909524,7.663614868826575,1.0944411141930028,0.4588748267948858,19.30963881884152,4.37698876174062,2.6415164400921998,0.3757489789041824,0.054771905270015,0.0546363888595907,2,100.0
50,铅钡,A,黑,风化,49.26375689195829,0.1093887044595761,0.112602751372445,2.356236409273494,0.6879664949624603,4.145507144864044,0.0886265924438755,0.8152915538258674,28.3157437759438,9.89195865755764,3.5621606149213503,0.5096378833327235,0.0706486618485501,0.070473863235871,2,100.0
51,铅钡,C,浅蓝,风化,59.07606774236393,0.1927879532738564,0.1984524277652526,1.86740322862136,1.829686077654105,7.044695463045903,0.3178128778656356,0.7483691198495424,23.646241363622003,3.502772787929373,0.8023847761957078,0.2548677163745208,0.3942544910004275,0.124203974438385,2,100.0
52,铅钡,C,浅蓝,风化,62.27450038699522,2.3828286385432675,0.1858212612249486,0.9177296728535964,0.7786553554695032,2.145993496317407,0.1122421396754684,0.4935721319795601,22.7130301280628,6.791589892536179,0.5105188417157706,0.460632398824688,0.116587057496759,0.1162985983048431,1,100.0
53,铅钡,A,浅蓝,风化,64.79389312977098,3.094147582697201,0.1119592875318066,0.7938931297709925,1.16030534351145,6.1679389312977095,0.0,0.549618320610687,13.903307888040713,9.150127226463106,0.0,0.2748091603053435,0.0,0.0,1,100.0
54,铅钡,C,浅蓝,风化,52.70829150228662,0.2020768644385306,0.5076516482954879,0.6658021726981899,1.7252330630342705,7.578803577756971,0.0380749824416354,0.8359812384591915,30.610117313494843,2.843648246995787,0.9618029522506388,1.0618167841532853,0.1305112820712566,0.1301883716233002,2,100.0
55,铅钡,C,绿,无风化,50.85079892093795,2.811786677733969,0.0,1.1724424154388875,0.0,1.5044615065366256,0.0,0.8923013073251711,34.15646399667981,8.248599294459432,0.363145880888151,0.0,0.0,0.0,1,100.0
