survey_date,distance_m,mean_m,std_m
2016-06-08,0.0,48.53666844201901,0.8559789636605748
2016-06-08,5.0,49.057474599514435,0.8222449090551687
2016-06-08,10.0,49.50358294399955,0.8030433087323539
2016-06-08,15.0,49.73269591649667,0.7919639863954337
2016-06-08,20.0,49.631211652313134,0.7959417273092538
2016-06-08,25.0,49.18045675949094,0.8143463965016692
2016-06-08,30.0,48.46650184945802,0.8360572199844025
2016-06-08,35.0,47.64262255443468,0.8475152474668004
2016-06-08,40.0,46.84915155372703,0.8556953152906824
2016-06-08,45.0,46.21673990519028,0.88482280842278
2016-06-08,50.0,45.77582875727812,0.934722547634344
2016-06-08,55.0,45.48564612445476,0.9822949362860167
2016-06-08,60.0,45.31405368494824,1.0113798453060387
2016-06-08,65.0,45.237546136726955,1.014306562776331
2016-06-08,70.0,45.239598399955305,0.9905343834955198
2016-06-08,75.0,45.30942793280839,0.9466020476511033
2016-06-08,80.0,45.441097981412675,0.8976766001495801
2016-06-08,85.0,45.632853307436314,0.8678869665307549
2016-06-08,90.0,45.87557436979145,0.8673018540217229
2016-06-08,95.0,46.137811787822116,0.8715749198854339
2016-06-08,100.0,46.384493796232555,0.8671828105492494
2016-06-08,105.0,46.57695011122109,0.8613743863643741
2016-06-08,110.0,46.67263841286866,0.8762474766319596
2016-06-08,115.0,46.66841121632182,0.9080488206300996
2016-06-08,120.0,46.58844284467826,0.9321208759721159
2016-06-08,125.0,46.448405690929064,0.9334821655865928
2016-06-08,130.0,46.255913011996434,0.9087794810751789
2016-06-08,135.0,46.011389865168894,0.8664034860117743
2016-06-08,140.0,45.70843856606993,0.8277335851745635
2016-06-08,145.0,45.35146398077531,0.8169552763626091
2016-06-08,150.0,45.010058981032486,0.8373925298570692
2016-06-08,155.0,44.75175481168844,0.8935974427050968
2016-06-08,160.0,44.569753211619606,0.964683990338274
2016-06-08,165.0,44.443518543612576,1.0280875075768523
2016-06-08,170.0,44.35751522435217,1.070681472226833
2016-06-08,175.0,44.30013732374342,1.0863502496118536
2016-06-08,180.0,44.262894675852436,1.0737424922063596
2016-06-08,185.0,44.23980799011604,1.0357226788227734
2016-06-08,190.0,44.22697741962183,0.9807028177975718
2016-06-08,195.0,44.22229910476616,0.9257821847331715
2016-06-08,200.0,44.22531290137005,0.8994585458540163
2016-06-08,205.0,44.236083311547354,0.924972306209363
2016-06-08,210.0,44.25191470485298,0.9786646228364416
2016-06-08,215.0,44.2703944850512,1.0317501897105334
2016-06-08,220.0,44.29025504598465,1.0669068439211802
2016-06-08,225.0,44.31123705823054,1.0755154506769953
2016-06-08,230.0,44.334033912808934,1.0545594125505713
2016-06-08,235.0,44.3603131645556,1.0054945257362744
2016-06-08,240.0,44.39281556193318,0.9353948473363388
2016-06-08,245.0,44.4355370060352,0.860704880265485
2016-06-08,250.0,44.49400381021516,0.8122799925901056
2016-06-08,255.0,44.56648908374912,0.8247169804868972
2016-06-08,260.0,44.634702595765134,0.8857500227434009
2016-06-08,265.0,44.69762033489565,0.957129453524677
2016-06-08,270.0,44.755837628107464,1.0140816781435296
2016-06-08,275.0,44.80972134717679,1.0447797330996356
2016-06-08,280.0,44.859340421165,1.0454165645315368
2016-06-08,285.0,44.90437910203356,1.0179696430343281
2016-06-08,290.0,44.944025680038116,0.9708878325505139
2016-06-08,295.0,44.97682797175661,0.9223771606460348
2016-06-08,300.0,45.000505001927614,0.9039334319068735
