task_id,latitude,longitude,city,price,completed,nearest_member_km,members_2km,tasks_2km,quota_2km,credit_2km,average_quota_2km,local_mean_price_2km,relative_price_2km,higher_priced_task_share_2km,task_member_pressure
A0001,22.566142254795,113.980836777953,深圳市,66.0,0,1.5013517453854646,5,3,192.0,38336.63709999999,38.4,66.16666666666667,-0.1666666666666714,0.3333333333333333,0.6666666666666666
A0002,22.6862052598878,113.940525211308,深圳市,65.5,0,0.3061147556863229,22,2,68.0,566.1110000000001,3.090909090909091,68.5,-3.0,0.5,0.13043478260869565
A0003,22.5765118283363,113.95719800411,深圳市,65.5,1,0.4962383647593012,9,2,201.0,38211.9461,22.333333333333332,65.5,0.0,0.0,0.3
A0004,22.5648408102711,114.24457109293,深圳市,75.0,0,1.0814832962707055,1,1,1.0,0.3636,1.0,75.0,0.0,0.0,1.0
A0005,22.5588877510826,113.950722665736,深圳市,65.5,0,0.2976804118431548,8,3,139.0,11387.1731,17.375,65.83333333333333,-0.3333333333333286,0.3333333333333333,0.4444444444444444
A0006,22.5589990603263,114.241317401629,其他,75.0,0,0.4005780392310109,1,1,1.0,0.3636,1.0,75.0,0.0,0.0,1.0
A0007,22.5490037129604,113.97225969676,深圳市,65.5,1,0.2519405716527475,11,3,146.0,11455.5358,13.272727272727273,65.5,0.0,0.0,0.3333333333333333
A0008,22.5627735077314,113.956573538052,深圳市,65.5,0,0.5991166089528872,9,4,303.0,49346.348799999985,33.666666666666664,65.75,-0.25,0.25,0.5
A0009,22.5000119233833,113.895660567915,深圳市,66.0,0,0.14405020350508016,1,1,5.0,19.9231,5.0,66.0,0.0,0.0,1.0
A0010,22.5437860995949,113.923977803989,深圳市,66.0,1,0.27313809451820514,14,2,101.0,2000.6627999999998,7.214285714285714,66.0,0.0,0.0,0.2
A0011,22.5248636906434,113.930859554515,深圳市,65.5,0,0.15364054756084494,23,10,128.0,1497.6146999999994,5.565217391304348,65.5,0.0,0.1,0.4583333333333333
A0012,22.519087000679,113.935843611296,深圳市,65.5,0,0.45271385899286815,18,10,86.0,869.0679000000001,4.777777777777778,65.5,0.0,0.1,0.5789473684210527
A0013,22.5479724310799,113.977909038602,深圳市,65.5,1,0.038793943941938774,9,3,43.0,497.5739,4.777777777777778,65.66666666666667,-0.1666666666666714,0.3333333333333333,0.4
A0014,22.5061687130557,113.931428439716,深圳市,66.0,1,0.6894665684939888,12,8,47.0,459.05890000000005,3.9166666666666665,65.6875,0.3125,0.0,0.6923076923076923
A0015,22.4996256609397,113.936514493699,深圳市,66.0,1,0.30580641732865615,7,6,19.0,214.19650000000001,2.7142857142857144,65.75,0.25,0.0,0.875
A0016,22.540321415216,113.923645598933,深圳市,66.0,1,0.11701750876889606,16,6,88.0,1232.4972,5.5,65.66666666666667,0.3333333333333286,0.0,0.4117647058823529
A0017,22.5245541889304,113.92473190182,深圳市,65.5,1,0.6452551334802169,20,10,113.0,1415.9298999999999,5.65,65.55,-0.04999999999999716,0.2,0.5238095238095238
A0018,22.4981900986281,113.898481737691,深圳市,66.0,0,0.33668533011127155,2,1,6.0,20.285300000000003,3.0,66.0,0.0,0.0,0.6666666666666666
A0019,22.5460394638191,113.974968421143,深圳市,65.5,1,0.12744737667171513,9,3,43.0,497.5739,4.777777777777778,65.5,0.0,0.0,0.4
A0020,22.497728920198,113.937337700868,深圳市,66.0,1,0.43790625030279556,7,4,19.0,214.19650000000001,2.7142857142857144,66.0,0.0,0.0,0.625
A0021,22.4941624669753,113.927139030908,深圳市,66.0,1,1.2648413636089897,3,4,7.0,22.2861,2.3333333333333335,66.0,0.0,0.0,1.25
A0022,22.5159201164617,113.93567688759,深圳市,65.0,1,0.24474880259986717,18,11,86.0,869.0679000000001,4.777777777777778,65.5909090909091,-0.5909090909090935,1.0,0.631578947368421
A0023,22.5157856773782,113.94205574693,深圳市,65.5,0,0.5624254213481261,15,8,76.0,830.8427999999998,5.066666666666666,65.5625,-0.0625,0.25,0.5625
A0024,22.5422096257037,114.019649276618,深圳市,66.5,0,0.44858638067773315,6,2,31.0,1040.126,5.166666666666667,66.25,0.25,0.0,0.42857142857142855
A0025,22.5445896135667,113.99866008452,深圳市,67.5,0,1.0303017924733355,2,0,21.0,976.3720999999999,10.5,67.5,0.0,0.0,0.3333333333333333
A0026,22.4930831267728,113.935839142226,深圳市,66.0,1,0.3911611796406519,4,4,8.0,174.0105,2.0,66.0,0.0,0.0,1.0
A0027,22.5248894876791,113.919142922515,深圳市,65.5,1,0.5127290790139093,17,8,91.0,1249.098,5.352941176470588,65.5625,-0.0625,0.25,0.5
A0028,22.5480858154297,113.945311875335,深圳市,66.5,1,0.44686641974202157,8,3,133.0,11175.707799999998,16.625,65.5,1.0,0.0,0.4444444444444444
A0029,22.5647073449243,113.982009250796,深圳市,66.0,0,1.4193355386387851,6,4,34.0,469.8649,5.666666666666667,66.0,0.0,0.25,0.7142857142857143
A0030,22.5819344788478,114.156395293242,深圳市,68.0,0,1.113627223164056,2,2,6.0,39.8462,3.0,66.5,1.5,0.0,1.0
A0031,22.5429361050784,114.131407227026,深圳市,67.0,0,0.3856145168467663,16,1,75.0,2087.0867,4.6875,66.5,0.5,0.0,0.11764705882352941
A0032,22.5239495360594,113.943441614942,深圳市,65.5,0,0.3549592299329545,16,7,87.0,930.4585,5.4375,65.42857142857143,0.0714285714285694,0.0,0.47058823529411764
A0033,22.5510130545882,113.956744570929,深圳市,65.5,1,0.27454649980177753,10,5,152.0,11473.4766,15.2,65.7,-0.20000000000000284,0.2,0.5454545454545454
A0034,22.5829932950536,114.147122731579,深圳市,66.0,1,0.21686475124333002,4,2,10.0,303.5120999999999,2.5,67.5,-1.5,1.0,0.6
A0035,22.549270134625,114.131744697949,深圳市,66.5,0,0.0891825670360836,21,2,96.0,2427.1309999999994,4.571428571428571,67.0,-0.5,1.0,0.13636363636363635
A0036,22.5259613413852,113.935399270764,深圳市,65.5,1,0.2715193555589743,23,10,136.0,1575.3148999999994,5.913043478260869,65.5,0.0,0.1,0.4583333333333333
A0037,22.7563792952752,114.04213561073,深圳市,70.0,0,0.668541191550366,6,2,17.0,121.53100000000002,2.8333333333333335,70.0,0.0,0.0,0.42857142857142855
A0038,22.6414407060529,114.422742132399,深圳市,75.0,0,0.7002963612571562,1,1,1.0,0.3693,1.0,75.0,0.0,0.0,1.0
A0039,22.711660071995,114.072883627376,深圳市,66.5,0,0.9578603546932933,8,3,24.0,274.1942,3.0,66.66666666666667,-0.1666666666666714,0.6666666666666666,0.4444444444444444
A0040,22.6064932325456,114.124153601375,深圳市,66.0,0,0.26592648956182185,30,2,124.0,2588.1318,4.133333333333334,67.0,-1.0,1.0,0.0967741935483871
A0041,22.6622997110033,114.072996896515,深圳市,65.0,0,0.1660901285907248,5,3,16.0,141.1559,3.2,65.5,-0.5,1.0,0.6666666666666666
A0042,22.635398280659,114.226377185934,深圳市,66.5,1,0.4698432436414667,5,1,34.0,273.12819999999994,6.8,67.0,-0.5,1.0,0.3333333333333333
A0043,22.7380284355305,114.264097001048,深圳市,67.0,0,0.47803942737652033,8,2,122.0,2132.7227000000003,15.25,65.25,1.75,0.0,0.3333333333333333
A0044,22.6255834838843,114.154966375968,深圳市,69.0,0,0.26003136456010495,17,2,80.0,1130.1463,4.705882352941177,67.25,1.75,0.0,0.16666666666666666
A0045,22.6526549643723,114.027229172221,深圳市,66.0,0,0.24490458416211539,32,3,120.0,3312.7956000000004,3.75,65.16666666666667,0.8333333333333286,0.0,0.12121212121212122
A0046,22.7889219689206,113.896632665629,深圳市,66.0,0,0.44817593970936426,9,1,36.0,893.8823,4.0,65.5,0.5,0.0,0.2
A0047,22.7010356427446,114.244292079239,深圳市,67.0,0,0.8777665413931655,10,0,74.0,948.5471,7.4,67.0,0.0,0.0,0.09090909090909091
A0048,22.6315405076403,114.12149281776,深圳市,67.0,0,0.18663135815434986,15,1,62.0,752.0104,4.133333333333334,72.0,-5.0,1.0,0.125
A0049,22.6417147970367,114.195532954479,深圳市,68.5,0,0.2001723179397615,8,0,29.0,162.838,3.625,68.5,0.0,0.0,0.1111111111111111
A0050,22.689403355188,114.345418821992,深圳市,70.0,0,0.541468530723705,5,0,18.0,63.7539,3.6,70.0,0.0,0.0,0.16666666666666666
A0051,22.6301004227929,114.063832661281,深圳市,66.5,0,0.5379156776629476,9,3,59.0,2069.1268999999998,6.555555555555555,65.5,1.0,0.0,0.4
A0052,22.6639167291901,114.071717684316,深圳市,65.5,0,0.356426763577305,5,3,16.0,141.1559,3.2,65.33333333333333,0.1666666666666714,0.0,0.6666666666666666
A0053,22.7506640039026,114.378843000345,深圳市,70.0,0,0.907102953642667,3,0,8.0,23.9231,2.6666666666666665,70.0,0.0,0.0,0.25
A0054,22.7227256081329,114.073801635421,深圳市,67.0,0,0.3053334508310914,5,6,9.0,44.1944,1.8,66.66666666666667,0.3333333333333286,0.0,1.1666666666666667
A0055,22.6413803215711,114.229981802978,深圳市,67.0,0,0.49357506073747875,5,1,33.0,253.205,6.6,66.5,0.5,0.0,0.3333333333333333
A0056,22.7764075422069,114.309587840635,深圳市,73.0,0,1.3566389476814436,2,1,11.0,39.937599999999996,5.5,73.0,0.0,0.0,0.6666666666666666
A0057,22.5870653356629,113.905761364795,深圳市,66.0,0,0.16876175032592877,8,4,58.0,881.4833,7.25,66.125,-0.125,0.5,0.5555555555555556
A0058,22.6933957055509,114.147487353786,东莞市,69.0,0,1.6613120714462362,2,1,5.0,20.0161,2.5,85.0,-16.0,1.0,0.6666666666666666
A0059,22.6040496991942,114.058613751507,深圳市,66.0,0,0.21589436587596822,9,0,41.0,1014.3925,4.555555555555555,66.0,0.0,0.0,0.1
A0060,22.6376363999893,114.06791620901,深圳市,65.5,0,0.2099415226240624,11,3,75.0,2812.3129,6.818181818181818,65.83333333333333,-0.3333333333333286,0.3333333333333333,0.3333333333333333
A0061,22.6578852114526,114.07477225632,深圳市,65.5,0,0.41241921059941533,7,4,20.0,163.079,2.857142857142857,65.375,0.125,0.0,0.625
A0062,22.6178181688603,114.157260801849,深圳市,67.5,0,0.5207742547852382,17,2,80.0,1130.1463,4.705882352941177,68.0,-0.5,0.5,0.16666666666666666
A0063,22.6414407060529,114.422742132399,深圳市,75.0,0,0.7002963612571562,1,1,1.0,0.3693,1.0,75.0,0.0,0.0,1.0
A0064,22.7813987573364,114.300806526091,深圳市,73.0,0,0.38751581050628875,1,1,10.0,39.8463,10.0,73.0,0.0,0.0,1.0
