month,solar_time,solar_altitude_deg,dni_kw_m2,avg_optical_efficiency,avg_cosine_efficiency,avg_shadow_blocking_efficiency,avg_truncation_efficiency,field_power_mw,unit_area_power_kw_m2,required_neighbor_radius_m
1,9.0,17.430915460183293,0.7925396841601171,0.4114568363205838,0.7473271758930691,0.6966362258310719,0.9448669906520483,41.510256517547425,0.3260958711030364,46.49685600478854
1,10.5,27.206169753432686,0.9100911454852127,0.46379426234930604,0.7791178417608254,0.7496236855495251,0.9317471737758097,53.73043762532184,0.4220950514909492,46.49685600478854
1,12.0,30.83375539142462,0.9391840362887128,0.4886471690120037,0.7900625850872336,0.7887391875848032,0.9183134924626887,58.41928082863398,0.45892962051374653,46.49685600478854
1,13.5,27.206169753432686,0.9100911454852127,0.46366133713852414,0.7791178417608254,0.7491691930970149,0.9323662311163667,53.71503827624286,0.4219740774336049,46.49685600478854
1,15.0,17.430915460183293,0.7925396841601171,0.4118966779837981,0.7473271758930691,0.6975041341587517,0.9445630793433653,41.55463040723753,0.32644446307588076,46.49685600478854
2,9.0,24.830779231476313,0.8875714408097994,0.467344852693873,0.7588741854332075,0.7794969576831751,0.9307257662275034,52.80206416594606,0.41480194426054434,46.49685600478854
2,10.5,35.77279809753639,0.9708000370097123,0.49076300925480754,0.791891232991972,0.7875492918928086,0.9152505065691456,60.64733508327816,0.4764327475475649,46.49685600478854
2,12.0,39.96981305979434,0.9921771917861092,0.4992092166611868,0.8032300540149394,0.7923221251696065,0.9106840938326429,63.04954420515839,0.4953039987006396,46.49685600478854
2,13.5,35.77279809753639,0.9708000370097123,0.4912789026253954,0.7918912329919722,0.7875930185719131,0.9163525150739787,60.71108796913806,0.47693357685082466,46.49685600478854
2,15.0,24.830779231476313,0.8875714408097994,0.46784321202760243,0.7588741854332075,0.7801422574626866,0.9309156011835185,52.858370341922104,0.4152442737724236,46.49685600478854
3,9.0,33.12073905193114,0.9548220128815967,0.4859640965903729,0.7693265004714043,0.8039163203867028,0.9168747058205686,59.065886221280856,0.4640092168946065,46.49685600478854
3,10.5,45.55416437870154,1.0147803402321798,0.5032903621052688,0.8027273328003599,0.7959713152985075,0.9092449249540807,65.01308518252473,0.5107291648927617,46.49685600478854
3,12.0,50.60000000000001,1.030801341050838,0.5100863653424983,0.8141818232748622,0.7947019165535957,0.9071778058681941,66.93123013685437,0.525797709446795,46.49685600478854
3,13.5,45.55416437870154,1.0147803402321798,0.5032356300468777,0.8027273328003599,0.7960322676390773,0.9091403808852933,65.00601510878138,0.5106736238759259,46.49685600478854
3,15.0,33.12073905193114,0.9548220128815967,0.48626637130028744,0.7693265004714043,0.8039560719131614,0.9175267072978873,59.102625815313935,0.46429783544157033,46.49685600478854
4,9.0,41.57337310310389,0.9992774792374354,0.49510830723053745,0.7766713372964651,0.8093185528324288,0.9115282571320317,62.97909712349776,0.49475058119884513,46.49685600478854
4,10.5,55.854864217350375,1.0440430323468195,0.5138724447572381,0.8092700518246908,0.8009336308514247,0.9075939856844527,68.29420389103666,0.5365049454638204,46.49685600478854
4,12.0,62.27879686673626,1.0564526886101677,0.5210301136705789,0.8204477054857457,0.7980860965061058,0.907242202593933,70.06852810442521,0.5504436644341444,46.49685600478854
4,13.5,55.854864217350375,1.0440430323468195,0.5135987189888,0.8092700518246908,0.8010992622116689,0.9068495519351714,68.25782544025442,0.5362191639825088,46.49685600478854
4,15.0,41.57337310310389,0.9992774792374354,0.49505715025143293,0.7766713372964651,0.809197973202171,0.9115926318408074,62.972589819321044,0.4946994611817202,46.49685600478854
5,9.0,47.04822444326277,1.0199091178996695,0.5001249293838029,0.779100441936707,0.8117592965569878,0.9098364522499715,64.93070145034976,0.5100819755674689,46.49685600478854
5,10.5,62.76513036365249,1.0572471411640105,0.5202587163930418,0.8103500564627033,0.8045417444029851,0.9086821160110388,70.01740353950373,0.5500420405722011,46.49685600478854
5,12.0,70.79419234787487,1.067847324679981,0.5271850946404846,0.8210718397684695,0.8016067566994572,0.9079513518114173,71.66092402998436,0.562953192923004,46.49685600478854
5,13.5,62.76513036365249,1.0572471411640105,0.5196954659695188,0.8103500564627033,0.8046225725067843,0.9072380725604656,69.94160023058268,0.5494465456721719,46.49685600478854
5,15.0,47.04822444326277,1.0199091178996695,0.4999472965365295,0.779100441936707,0.8118268741519674,0.909213889725678,64.90763956181662,0.5099008062068963,46.49685600478854
6,9.0,48.9252690216093,1.0258814453378147,0.5016329010196315,0.7793553196517947,0.81284583828019,0.909110205214379,65.5078438864433,0.5146158855270206,46.49685600478854
6,10.5,65.1659979065255,1.0608998716279545,0.5222282779025582,0.8099264324897454,0.8061437309192673,0.9091049542226153,70.52529291223118,0.5540319129873118,46.49685600478854
6,12.0,74.04792869349822,1.0709280787201523,0.5291531877013479,0.8204194636292369,0.8032352442333786,0.9084539803997136,72.13596391537381,0.5666850066536486,46.49685600478854
