tower_y_m,width_m,height_m,mirror_count,total_area_m2,predicted_power_mw,predicted_unit_area_power_kw_m2
-60.0,6.8,6.4,2948.0,128296.96,60.53370187257339,0.4719375527098464
-80.0,6.8,6.4,2948.0,128296.96,60.408785246749616,0.4711628626193318
-100.0,6.8,6.4,2942.0,128035.84000000001,60.13760373193594,0.4698012006144275
-60.0,6.8,6.8,2948.0,136315.52,61.86113477792397,0.45361546908318723
-80.0,7.2,7.2,2730.0,141523.2,60.38832404847531,0.4264668231822705
-107.5139495456006,6.959102231580362,6.742132298488138,2853.0,133860.44314722574,60.04973597868654,0.44969075347460236
-106.64842419985372,7.059154250304152,6.969751580804429,2808.0,138155.14859852067,60.12387950052113,0.4370015592570852
-62.88901106354736,6.317141879605275,6.317141879605275,3189.0,127261.13178980348,63.32763572833606,0.48452773633592916
-73.31674720133763,7.223310819921987,7.019530507480368,2730.0,138422.6043166933,59.737598677927316,0.43499324195164796
-88.57620355583546,7.130693798028159,6.991359573332774,2768.0,137993.78035899752,60.052878050077986,0.43673840516605444
-87.56216898335637,6.787583252240802,6.502648268937633,2941.0,129807.7007337194,60.74265977544076,0.4662033016814767
-96.35733007032968,6.4472428880972545,6.340656061198928,3110.0,127136.02155591453,62.241207702171344,0.47923944650520856
-104.33797690136599,6.519728451140921,6.519728451140921,3076.0,130751.09851967203,62.23339355915924,0.46879022675692905
-54.4871324339353,7.1668462562216995,6.266338744510356,2747.0,123367.45786199138,57.80266810393036,0.47190897039102997
-108.57888978778436,6.878705590404235,6.592600642408116,2899.0,131465.47223438803,60.08227510675498,0.45823446513711524
-85.36523584193381,7.020180610608511,6.395453272516418,2824.0,126789.79745679756,58.91090651398807,0.46701476244705004
-106.43476551477342,7.234299978516149,7.218869995962998,2728.0,142465.62904269394,59.78363547109732,0.42189856443469304
-89.65205131953952,6.414214155018094,6.414214155018094,3119.0,128322.34472324913,62.78663797160031,0.47688877440334393
-85.65826280613295,7.249058092006672,7.179266169032463,2718.0,141452.6498120065,59.93008613863509,0.4259950310621185
-47.28633249360435,6.500948063660498,6.500948063660498,3084.0,130337.0125402521,62.89367096257943,0.47353559300657067
-82.9051292186891,7.200648583648204,6.160236730591319,2732.0,121185.23609693932,56.981834944055564,0.4747066245737509
-93.46593959545945,7.166493887240539,6.461513423984452,2751.0,127388.89664855026,58.06094717796257,0.4605569472486731
-85.3106540594503,6.419218725870235,6.416055001230509,3127.0,128788.81090242101,62.8150172276313,0.47699288836923376
-72.81618008186825,7.257207283601016,6.88436023259999,2718.0,135794.62102799938,59.08993616616828,0.44068543681094186
-83.95083833322614,6.96090120725836,6.306778858375616,2850.0,125117.46402215822,59.01708904064025,0.4723204561688744
-91.54986376110944,6.679658395823179,6.679658395823179,2997.0,133719.6553458186,61.944547238343496,0.45956459070813593
-97.0753864256148,7.2881359076088295,7.082012023689835,2704.0,139566.05721003455,59.18254266974846,0.4285773603857724
-45.113366291373595,6.56707839768806,6.56707839768806,3068.0,132312.15931447747,62.711066564038646,0.46942627287065825
-97.10080693945984,7.14565356423292,6.24377997035407,2757.0,123006.00486867448,57.42726396831145,0.4708302756664526
-100.59925656573631,6.697321744103616,6.697321744103616,2986.0,133934.3979725127,61.73593523351412,0.45754391769521097
-51.614192393189576,6.348244888705895,6.288073695962698,3163.0,126261.36686773635,63.12566999223412,0.4859133206954933
-51.22730760661058,6.445023870026212,6.074200911823174,3111.0,121790.57865945794,61.80031819945669,0.4940714896601107
-51.209889826151205,6.446864446420666,6.446864446420666,3107.0,129133.3241189545,63.024459508641506,0.4767745382704821
-67.12019829931026,6.959707784675581,6.959707784675581,2861.0,138579.7803339394,61.29855493825821,0.4429778478713879
-56.979005208961645,7.2144215261341245,5.912125839688056,2728.0,116356.20529410575,56.30838869987798,0.48737223297188026
-90.33546683172526,6.917945699980109,6.0282510646418235,2883.0,120230.07630998663,58.27724959993224,0.4856382811820862
-94.94889733528791,7.20672649953826,7.20672649953826,2731.0,141839.6925777104,60.13998793961509,0.4244551816320755
-82.93147491672742,7.257320699060042,6.671542203739526,2716.0,131501.9879318767,58.292059539872206,0.44986418903737474
-86.93878095165974,6.709886194492836,6.709886194492836,2977.0,134032.1990560466,61.913588526149496,0.4579594965179475
-92.10254976266535,7.209286245889893,6.130133042881494,2728.0,120560.91509238849,56.71011297716967,0.47532017684366423
-79.844462375784,6.568295393081771,6.054872098971228,3046.0,121139.99421173132,60.7175203002021,0.4913490940232679
-96.1751092675015,6.639109114073657,6.599478425947426,3010.0,131882.11867117847,61.874691745021465,0.4636824338259297
-96.65643191064497,6.504701908837827,6.504701908837827,3086.0,130572.19940387951,62.41192264407194,0.4705097721667382
-87.59138729618789,6.931325821731356,6.931325821731356,2871.0,137932.25012453657,61.17193215125583,0.44338938808158174
