month,solar_time,solar_altitude_deg,dni_kw_m2,avg_optical_efficiency,avg_cosine_efficiency,avg_shadow_blocking_efficiency,avg_truncation_efficiency,field_power_mw,unit_area_power_kw_m2,required_neighbor_radius_m
1.0,9.0,17.430915460183293,0.7925396841601171,0.41363366581992406,0.7472938380979952,0.6916787503945707,0.9564094255117148,41.21954260068844,0.327821094866914,43.21545230505612
1.0,10.5,27.206169753432686,0.9100911454852127,0.4666656717910497,0.779088190853755,0.7420987215909091,0.9476676387613483,53.401937720503796,0.4247082957989427,43.21545230505612
1.0,12.0,30.83375539142462,0.9391840362887128,0.49656991884782253,0.7900348903055532,0.7871919882417929,0.9348162640536138,58.64046173476291,0.46637054068305656,43.21545230505612
1.0,13.5,27.206169753432686,0.9100911454852127,0.46743843028990895,0.7790881908537551,0.7420259726167929,0.9495605404243598,53.49036676880017,0.42541157646635297,43.21545230505612
1.0,15.0,17.430915460183293,0.7925396841601171,0.4146058844085638,0.7472938380979951,0.6925307765151515,0.9571761084227889,41.31642641079171,0.3285916166800891,43.21545230505612
2.0,9.0,24.830779231476313,0.8875714408097994,0.4716882379356584,0.7588123817247118,0.773495452572601,0.9458744578757675,52.64106149974846,0.41865700895758784,43.21545230505612
2.0,10.5,35.77279809753639,0.9708000370097123,0.4981145879528812,0.7918357722233454,0.7841328322285354,0.9323839763624783,60.803043276283766,0.4835696604197347,43.21545230505612
2.0,12.0,39.96981305979434,0.9921771917861092,0.5076487685893055,0.8031769536925777,0.7895335187815656,0.9294003721771673,63.33136492674319,0.5036775296326136,43.21545230505612
2.0,13.5,35.77279809753639,0.9708000370097123,0.498767268597343,0.7918357722233454,0.7841315991950758,0.9339055265673656,60.882713638145475,0.4842032828135337,43.21545230505612
2.0,15.0,24.830779231476313,0.8875714408097994,0.47298787476720955,0.7588123817247118,0.7743635081281566,0.9476381890813595,52.78610277251039,0.41981052949269715,43.21545230505612
3.0,9.0,33.12073905193114,0.9548220128815967,0.4934884766305866,0.7692366495267333,0.8016912286931818,0.9335135739534899,59.246910799808965,0.47119366059028944,43.21545230505612
3.0,10.5,45.55416437870154,1.0147803402321798,0.5115343534441686,0.8026456853904861,0.7922572896938131,0.9282513618960299,65.26992623982343,0.5190950052285216,43.21545230505612
3.0,12.0,50.60000000000001,1.030801341050838,0.5189879835979435,0.8141028716312455,0.7910563151041666,0.9273881380867957,67.2664563373708,0.5349735094820305,43.21545230505612
3.0,13.5,45.55416437870154,1.0147803402321798,0.5118952658814087,0.802645685390486,0.7923953894412878,0.9288986899724285,65.31597735642798,0.5194612520743781,43.21545230505612
3.0,15.0,33.12073905193114,0.9548220128815967,0.4942054471283594,0.7692366495267333,0.8017121902619949,0.9352535384450759,59.33298836623498,0.4718782398041496,43.21545230505612
4.0,9.0,41.57337310310389,0.9992774792374354,0.5025103661768561,0.7765579255638088,0.8060043797348485,0.9288607833630796,63.138956030201676,0.5021472920038893,43.21545230505612
4.0,10.5,55.854864217350375,1.0440430323468195,0.5226969805258034,0.8091647820945013,0.7969280204387627,0.9277217353099669,68.61746389860798,0.5457181405466862,43.21545230505612
4.0,12.0,62.27879686673626,1.0564526886101677,0.5304318780510957,0.8203451115823936,0.7938799617266414,0.9288395251191627,70.46053575492229,0.5603761836916206,43.21545230505612
