month,solar_time,mirror_id,optical_efficiency,cosine_efficiency,atmospheric_efficiency,shadow_blocking_efficiency,truncation_efficiency
1,9.0,1,0.4280070267404096,0.5882727295926922,0.9780340506043553,1.0,0.80859375
1,9.0,2,0.4445715375271574,0.6170011098942504,0.9780340758651301,1.0,0.80078125
1,9.0,3,0.45660927909354754,0.6463188678713881,0.9780340592760167,0.96875,0.8104838709677419
1,9.0,4,0.47508067746987837,0.6758269795279767,0.9780340710778659,0.8984375,0.8695652173913043
1,9.0,5,0.4709248036508154,0.705173738230322,0.9780340440607935,0.80859375,0.9178743961352657
1,9.0,6,0.4386150474329338,0.7340620346136513,0.9780340621012709,0.6953125,0.9550561797752809
1,9.0,7,0.4152529013933129,0.7622179036330649,0.9780340383523741,0.671875,0.9011627906976745
1,9.0,8,0.41064492347608356,0.7894104921849654,0.9780340761308763,0.7265625,0.7956989247311828
1,9.0,9,0.43277846911443824,0.8154303180802659,0.9780340666951847,0.7890625,0.7475247524752475
1,9.0,10,0.4872087516744105,0.840096711496322,0.9780340838575353,0.87109375,0.7399103139013453
1,9.0,11,0.5673875527357058,0.8632495200115137,0.9780340839226944,0.97265625,0.751004016064257
1,9.0,12,0.6032823654589523,0.8847428562696507,0.9780340479860785,1.0,0.7578125
1,9.0,13,0.616724280328465,0.9044560506198622,0.9780340760146125,1.0,0.7578125
1,9.0,14,0.6321156000026015,0.9222741866935515,0.9780340650581211,1.0,0.76171875
1,9.0,15,0.6462640469912698,0.9381063612827821,0.9780340650581211,1.0,0.765625
1,9.0,16,0.6557433087585454,0.9518662925588747,0.9780340760146125,1.0,0.765625
1,9.0,17,0.6671361231528845,0.9634881878219594,0.9780340479860785,1.0,0.76953125
1,9.0,18,0.6736608572366001,0.972911272783376,0.9780340839226944,1.0,0.76953125
1,9.0,19,0.6717434394269055,0.9800922843119482,0.9780340838575353,1.0,0.76171875
1,9.0,20,0.6785661176312592,0.9849955190899522,0.9780340666951847,1.0,0.765625
1,9.0,21,0.6803590221804795,0.9875980605901837,0.9780340761308763,1.0,0.765625
1,9.0,22,0.6805586715471227,0.987887906513838,0.9780340383523741,1.0,0.765625
1,9.0,23,0.6618382624716964,0.9858632134045198,0.9780340621012709,1.0,0.74609375
1,9.0,24,0.6623814775227481,0.9815334769373313,0.9780340440607935,1.0,0.75
1,9.0,25,0.6510651271831865,0.9749200155214056,0.9780340710778659,1.0,0.7421875
1,9.0,26,0.6451437565651761,0.9660532295361877,0.9780340592760167,1.0,0.7421875
1,9.0,27,0.6343899269807917,0.954976370922152,0.9780340758651301,1.0,0.73828125
1,9.0,28,0.6289104745354471,0.9417451447344467,0.9780340506043553,1.0,0.7421875
1,9.0,29,0.625191752585831,0.9264247696340002,0.9780340870047565,1.0,0.75
1,9.0,30,0.616691914679617,0.9090946632898256,0.9780340506043553,1.0,0.75390625
1,9.0,31,0.6098904627599939,0.8898470854009825,0.9780340758651301,1.0,0.76171875
1,9.0,32,0.595455761850107,0.8687864715199745,0.9780340592760167,0.99609375,0.7647058823529411
1,9.0,33,0.5144421311403915,0.8460354857035792,0.9780340710778659,0.90625,0.7456896551724138
1,9.0,34,0.4419008785610403,0.8217346493899885,0.9780340440607935,0.80859375,0.7391304347826086
1,9.0,35,0.41688859866806116,0.7960345308223045,0.9780340621012709,0.7421875,0.7842105263157895
1,9.0,36,0.4054952300954242,0.769117439722809,0.9780340383523741,0.68359375,0.8571428571428571
1,9.0,37,0.42463299212512046,0.7411810055084359,0.9780340761308763,0.66015625,0.9644970414201184
1,9.0,38,0.46827461887885546,0.7124545562413176,0.9780340666951847,0.78515625,0.9303482587064676
1,9.0,39,0.47065512395660164,0.6831952966016765,0.9780340838575353,0.87890625,0.8711111111111111
1,9.0,40,0.4572258848067584,0.6536960799357232,0.9780340839226944,0.9453125,0.8223140495867769
1,9.0,41,0.43885773417554647,0.6242979729517903,0.9780340479860785,0.9921875,0.7874015748031497
1,9.0,42,0.4269001702484363,0.5953800964451886,0.9780340760146125,1.0,0.796875
1,9.0,43,0.410817288840798,0.567387349058723,0.9780340650581211,1.0,0.8046875
1,9.0,44,0.3991766851506841,0.5408091476980724,0.9780340650581211,1.0,0.8203125
1,9.0,45,0.395531884948442,0.516206129212143,0.9780340760146125,1.0,0.8515625
1,9.0,46,0.3838613641342427,0.49417445571321317,0.9780340479860785,1.0,0.86328125
1,9.0,47,0.3892919595274857,0.475354556109933,0.9780340839226944,1.0,0.91015625
1,9.0,48,0.378635668250182,0.4603666063017329,0.9780340838575353,1.0,0.9140625
1,9.0,49,0.36834754002751996,0.44977986362910005,0.9780340666951847,1.0,0.91015625
1,9.0,50,0.36988670127449447,0.44403634853096596,0.9780340761308763,1.0,0.92578125
1,9.0,51,0.3771409677643124,0.44339063236412607,0.9780340383523741,1.0,0.9453125
1,9.0,52,0.36363893469821307,0.44787472509434384,0.9780340621012709,1.0,0.90234375
1,9.0,53,0.38735230227086426,0.4572853253157455,0.9780340440607935,1.0,0.94140625
1,9.0,54,0.38921917661432215,0.4712208746048305,0.9780340710778659,1.0,0.91796875
1,9.0,55,0.3851094317350896,0.4891412574761834,0.9780340592760167,1.0,0.875
1,9.0,56,0.3893116498107328,0.5104295602604894,0.9780340758651301,1.0,0.84765625
1,9.0,57,0.4057518740124022,0.5344473721271107,0.9780340506043553,1.0,0.84375
1,9.0,58,0.41968445869052584,0.5605849451947186,0.9780340870047565,1.0,0.83203125
1,9.0,59,0.4335228457456938,0.5588276718146028,0.9767736827981991,1.0,0.86328125
1,9.0,60,0.44871319247018976,0.5863683495219913,0.9767737107580499,1.0,0.8515625
1,9.0,61,0.46167200881446785,0.6145793447316802,0.9767736799288811,1.0,0.8359375
1,9.0,62,0.48085030793989836,0.6431147336167402,0.9767737364260073,0.97265625,0.8554216867469879
1,9.0,63,0.49512299185590575,0.671663813818906,0.9767737641885431,0.91015625,0.9012875536480687
1,9.0,64,0.4938677247162614,0.6999592562170004,0.9767737158383951,0.828125,0.9481132075471698
1,9.0,65,0.4572854255585296,0.7277672288397128,0.9767737310954687,0.71875,0.9728260869565217
1,9.0,66,0.4213240052885777,0.7548788639240341,0.9767736878906533,0.671875,0.9244186046511628
1,9.0,67,0.42773983071141397,0.781111910603044,0.9767737341407087,0.73046875,0.8342245989304813
1,9.0,68,0.45568561964277415,0.8063018109834176,0.9767736834377365,0.79296875,0.7931034482758621
1,9.0,69,0.5013127308365717,0.8303065261815956,0.9767737352919582,0.86328125,0.7782805429864253
1,9.0,70,0.5778917921954466,0.852996764398135,0.9767737311040688,0.953125,0.7909836065573771
1,9.0,71,0.6291222031184714,0.8742574492885127,0.9767736787205623,1.0,0.80078125
1,9.0,72,0.6464570005985496,0.8939857866240368,0.9767736749466674,1.0,0.8046875
1,9.0,73,0.6563486870671109,0.9120926314146165,0.9767736842961865,1.0,0.80078125
1,9.0,74,0.6681524237139296,0.9284956395934627,0.9767736976580692,1.0,0.80078125
1,9.0,75,0.6786814114418646,0.9431271782823288,0.9767737304528019,0.984375,0.8134920634920635
1,9.0,76,0.6912457258273612,0.9559241266243271,0.9767736911590975,0.97265625,0.8273092369477911
1,9.0,77,0.6821669123979512,0.9668358606640215,0.9767737525325643,0.9609375,0.8170731707317073
1,9.0,78,0.6816540592898658,0.9758186969948721,0.9767736870294668,0.953125,0.8155737704918032
1,9.0,79,0.6900059745232008,0.9828359702996946,0.9767736849185237,0.95703125,0.8163265306122449
1,9.0,80,0.6900668790812481,0.9878620366041454,0.9767736805234631,0.94140625,0.8257261410788381
1,9.0,81,0.6921724495431788,0.9908761979890146,0.9767737379279093,0.92578125,0.8396624472573839
1,9.0,82,0.6789382642422718,0.9918679095619239,0.976773734340858,0.90234375,0.8441558441558441
1,9.0,83,0.6747518028133567,0.9908331121023776,0.9767736830577668,0.89453125,0.8471615720524017
1,9.0,84,0.6692021631821073,0.9877754342999695,0.976773669345637,0.875,0.8616071428571429
1,9.0,85,0.6726675231648922,0.9827069947993826,0.976773659272935,0.87109375,0.874439461883408
1,9.0,86,0.6678346412563532,0.975646490905712,0.9767737557318299,0.8671875,0.8783783783783784
1,9.0,87,0.6786235017196879,0.9666229376043443,0.9767736640096489,0.87109375,0.8968609865470852
1,9.0,88,0.6742891507875592,0.9556707350321332,0.9767737178504406,0.87890625,0.8933333333333333
1,9.0,89,0.665231078658947,0.9428326792715579,0.9767737597449859,0.90234375,0.8701298701298701
1,9.0,90,0.6679133470343018,0.9281634319957631,0.9767736719170759,0.9609375,0.8333333333333334
1,9.0,91,0.6528821887822476,0.9117227824609703,0.9767737597449859,1.0,0.796875
1,9.0,92,0.6493002101040161,0.8935798570740076,0.9767737178504406,1.0,0.80859375
1,9.0,93,0.6349407169334833,0.8738180852752887,0.9767736640096489,1.0,0.80859375
1,9.0,94,0.586551257087646,0.8525268271581501,0.9767737557318299,0.953125,0.8032786885245902
