scheme,origin,dest,edge,date,base_forecast_volume,added_volume,adjusted_volume,edge_capacity,is_new_opened_line,line_load_rate
new_first_min_changed_plus_2,DC1,DC8,DC1->DC8,2023-01-01,0,0,0,3,False,0.0
new_first_min_changed_plus_2,DC10,DC12,DC10->DC12,2023-01-01,0,0,0,993,False,0.0
new_first_min_changed_plus_2,DC10,DC13,DC10->DC13,2023-01-01,0,0,0,6,False,0.0
new_first_min_changed_plus_2,DC10,DC14,DC10->DC14,2023-01-01,9903,0,9903,31846,False,0.3109652703636249
new_first_min_changed_plus_2,DC10,DC17,DC10->DC17,2023-01-01,0,0,0,5,False,0.0
new_first_min_changed_plus_2,DC10,DC19,DC10->DC19,2023-01-01,0,0,0,14,False,0.0
new_first_min_changed_plus_2,DC10,DC20,DC10->DC20,2023-01-01,0,0,0,11,False,0.0
new_first_min_changed_plus_2,DC10,DC21,DC10->DC21,2023-01-01,0,0,0,29,False,0.0
new_first_min_changed_plus_2,DC10,DC22,DC10->DC22,2023-01-01,0,0,0,27,False,0.0
new_first_min_changed_plus_2,DC10,DC23,DC10->DC23,2023-01-01,0,0,0,991,False,0.0
new_first_min_changed_plus_2,DC10,DC25,DC10->DC25,2023-01-01,0,0,0,4,False,0.0
new_first_min_changed_plus_2,DC10,DC27,DC10->DC27,2023-01-01,0,0,0,6,False,0.0
new_first_min_changed_plus_2,DC10,DC28,DC10->DC28,2023-01-01,0,0,0,8,False,0.0
new_first_min_changed_plus_2,DC10,DC3,DC10->DC3,2023-01-01,7689,0,7689,27671,False,0.2778721405081132
new_first_min_changed_plus_2,DC10,DC30,DC10->DC30,2023-01-01,0,0,0,50,False,0.0
new_first_min_changed_plus_2,DC10,DC32,DC10->DC32,2023-01-01,0,0,0,206,False,0.0
new_first_min_changed_plus_2,DC10,DC33,DC10->DC33,2023-01-01,0,0,0,118,False,0.0
new_first_min_changed_plus_2,DC10,DC34,DC10->DC34,2023-01-01,0,0,0,200,False,0.0
new_first_min_changed_plus_2,DC10,DC35,DC10->DC35,2023-01-01,294,0,294,1914,False,0.1536050156739812
new_first_min_changed_plus_2,DC10,DC36,DC10->DC36,2023-01-01,0,0,0,55,False,0.0
new_first_min_changed_plus_2,DC10,DC38,DC10->DC38,2023-01-01,0,0,0,15,False,0.0
new_first_min_changed_plus_2,DC10,DC4,DC10->DC4,2023-01-01,43202,0,43202,129442,False,0.3337556589051467
new_first_min_changed_plus_2,DC10,DC40,DC10->DC40,2023-01-01,0,0,0,969,False,0.0
new_first_min_changed_plus_2,DC10,DC47,DC10->DC47,2023-01-01,0,0,0,2,False,0.0
new_first_min_changed_plus_2,DC10,DC5,DC10->DC5,2023-01-01,6668,0,6668,32524,False,0.20501783298487272
new_first_min_changed_plus_2,DC10,DC51,DC10->DC51,2023-01-01,0,0,0,1,False,0.0
new_first_min_changed_plus_2,DC10,DC59,DC10->DC59,2023-01-01,0,0,0,32,False,0.0
new_first_min_changed_plus_2,DC10,DC60,DC10->DC60,2023-01-01,0,0,0,59,False,0.0
new_first_min_changed_plus_2,DC10,DC61,DC10->DC61,2023-01-01,0,0,0,3,False,0.0
new_first_min_changed_plus_2,DC10,DC62,DC10->DC62,2023-01-01,11656,0,11656,32318,False,0.36066588278977657
new_first_min_changed_plus_2,DC10,DC64,DC10->DC64,2023-01-01,0,0,0,12,False,0.0
new_first_min_changed_plus_2,DC10,DC65,DC10->DC65,2023-01-01,0,0,0,19,False,0.0
new_first_min_changed_plus_2,DC10,DC67,DC10->DC67,2023-01-01,0,0,0,20,False,0.0
new_first_min_changed_plus_2,DC10,DC70,DC10->DC70,2023-01-01,429,0,429,3842,False,0.1116605934409162
new_first_min_changed_plus_2,DC10,DC73,DC10->DC73,2023-01-01,0,0,0,4,False,0.0
new_first_min_changed_plus_2,DC10,DC76,DC10->DC76,2023-01-01,0,0,0,8,False,0.0
new_first_min_changed_plus_2,DC10,DC78,DC10->DC78,2023-01-01,0,0,0,5,False,0.0
new_first_min_changed_plus_2,DC10,DC8,DC10->DC8,2023-01-01,1048,0,1048,57645,False,0.018180241131060804
new_first_min_changed_plus_2,DC10,DC80,DC10->DC80,2023-01-01,0,0,0,1,False,0.0
new_first_min_changed_plus_2,DC11,DC10,DC11->DC10,2023-01-01,0,0,0,9190,False,0.0
new_first_min_changed_plus_2,DC11,DC14,DC11->DC14,2023-01-01,0,0,0,2947,False,0.0
new_first_min_changed_plus_2,DC11,DC22,DC11->DC22,2023-01-01,0,0,0,2,False,0.0
new_first_min_changed_plus_2,DC11,DC3,DC11->DC3,2023-01-01,0,0,0,1920,False,0.0
new_first_min_changed_plus_2,DC11,DC5,DC11->DC5,2023-01-01,0,0,0,1630,False,0.0
new_first_min_changed_plus_2,DC12,DC10,DC12->DC10,2023-01-01,0,0,0,32,False,0.0
new_first_min_changed_plus_2,DC12,DC14,DC12->DC14,2023-01-01,0,0,0,48,False,0.0
new_first_min_changed_plus_2,DC12,DC23,DC12->DC23,2023-01-01,0,0,0,11,False,0.0
new_first_min_changed_plus_2,DC12,DC3,DC12->DC3,2023-01-01,0,0,0,21,False,0.0
new_first_min_changed_plus_2,DC12,DC32,DC12->DC32,2023-01-01,0,0,0,58,False,0.0
new_first_min_changed_plus_2,DC12,DC35,DC12->DC35,2023-01-01,0,0,0,548,False,0.0
new_first_min_changed_plus_2,DC12,DC36,DC12->DC36,2023-01-01,0,0,0,35,False,0.0
new_first_min_changed_plus_2,DC12,DC38,DC12->DC38,2023-01-01,0,0,0,9,False,0.0
new_first_min_changed_plus_2,DC12,DC40,DC12->DC40,2023-01-01,0,0,0,66,False,0.0
new_first_min_changed_plus_2,DC12,DC5,DC12->DC5,2023-01-01,0,0,0,8,False,0.0
new_first_min_changed_plus_2,DC12,DC67,DC12->DC67,2023-01-01,0,0,0,9,False,0.0
new_first_min_changed_plus_2,DC13,DC10,DC13->DC10,2023-01-01,0,0,0,400,False,0.0
new_first_min_changed_plus_2,DC13,DC14,DC13->DC14,2023-01-01,0,0,0,73,False,0.0
new_first_min_changed_plus_2,DC13,DC15,DC13->DC15,2023-01-01,0,0,0,2,False,0.0
new_first_min_changed_plus_2,DC13,DC3,DC13->DC3,2023-01-01,0,0,0,106,False,0.0
new_first_min_changed_plus_2,DC13,DC4,DC13->DC4,2023-01-01,0,0,0,437,False,0.0
new_first_min_changed_plus_2,DC13,DC5,DC13->DC5,2023-01-01,0,0,0,77,False,0.0
new_first_min_changed_plus_2,DC13,DC62,DC13->DC62,2023-01-01,0,0,0,62,False,0.0
new_first_min_changed_plus_2,DC13,DC8,DC13->DC8,2023-01-01,0,0,0,7,False,0.0
new_first_min_changed_plus_2,DC14,DC10,DC14->DC10,2023-01-01,27061,0,27061,130118,False,0.20797276318418667
new_first_min_changed_plus_2,DC14,DC11,DC14->DC11,2023-01-01,0,0,0,1,False,0.0
new_first_min_changed_plus_2,DC14,DC12,DC14->DC12,2023-01-01,0,0,0,6525,False,0.0
new_first_min_changed_plus_2,DC14,DC13,DC14->DC13,2023-01-01,0,0,0,6,False,0.0
new_first_min_changed_plus_2,DC14,DC17,DC14->DC17,2023-01-01,0,0,0,5,False,0.0
new_first_min_changed_plus_2,DC14,DC19,DC14->DC19,2023-01-01,0,0,0,2,False,0.0
new_first_min_changed_plus_2,DC14,DC20,DC14->DC20,2023-01-01,0,0,0,15,False,0.0
new_first_min_changed_plus_2,DC14,DC21,DC14->DC21,2023-01-01,0,0,0,17,False,0.0
new_first_min_changed_plus_2,DC14,DC22,DC14->DC22,2023-01-01,0,0,0,9,False,0.0
new_first_min_changed_plus_2,DC14,DC23,DC14->DC23,2023-01-01,0,0,0,57,False,0.0
new_first_min_changed_plus_2,DC14,DC25,DC14->DC25,2023-01-01,0,0,0,5,False,0.0
new_first_min_changed_plus_2,DC14,DC3,DC14->DC3,2023-01-01,59397,0,59397,98905,False,0.6005459784641828
new_first_min_changed_plus_2,DC14,DC30,DC14->DC30,2023-01-01,0,0,0,7,False,0.0
