month,solar_time,mirror_id,optical_efficiency,cosine_efficiency,atmospheric_efficiency,shadow_blocking_efficiency,truncation_efficiency
1,9.0,1,0.4269731933424859,0.5882727295926922,0.9780340506043553,1.0,0.806640625
1,9.0,2,0.4434872167039204,0.6170011098942504,0.9780340758651301,1.0,0.798828125
1,9.0,3,0.4566092790935476,0.6463188678713881,0.9780340592760167,0.966796875,0.8121212121212121
1,9.0,4,0.47270527408252894,0.6758269795279767,0.9780340710778659,0.90234375,0.8614718614718615
1,9.0,5,0.47092480365081535,0.705173738230322,0.9780340440607935,0.810546875,0.9156626506024096
1,9.0,6,0.44119513594724524,0.7340620346136513,0.9780340621012709,0.69921875,0.9553072625698324
1,9.0,7,0.41257385041658184,0.7622179036330649,0.9780340383523741,0.67578125,0.8901734104046243
1,9.0,8,0.412032237406746,0.7894104921849654,0.9780340761308763,0.72265625,0.8027027027027027
1,9.0,9,0.4356445516913551,0.8154303180802659,0.9780340666951847,0.79296875,0.7487684729064039
1,9.0,10,0.48573236151782145,0.840096711496322,0.9780340838575353,0.875,0.734375
1,9.0,11,0.5643533946996859,0.8632495200115137,0.9780340839226944,0.96875,0.75
1,9.0,12,0.6032823654589523,0.8847428562696507,0.9780340479860785,1.0,0.7578125
1,9.0,13,0.6183137758963219,0.9044560506198622,0.9780340760146125,1.0,0.759765625
1,9.0,14,0.6321156000026015,0.9222741866935515,0.9780340650581211,1.0,0.76171875
1,9.0,15,0.6462640469912698,0.9381063612827821,0.9780340650581211,1.0,0.765625
1,9.0,16,0.6540704941953858,0.9518662925588747,0.9780340760146125,1.0,0.763671875
1,9.0,17,0.6603631675878806,0.9634881878219594,0.9780340479860785,1.0,0.76171875
1,9.0,18,0.6651118615863894,0.972911272783376,0.9780340839226944,1.0,0.759765625
1,9.0,19,0.6665761822005447,0.9800922843119482,0.9780340838575353,1.0,0.755859375
1,9.0,20,0.6733730095881627,0.9849955190899522,0.9780340666951847,1.0,0.759765625
1,9.0,21,0.6768878026795587,0.9875980605901837,0.9780340761308763,1.0,0.76171875
1,9.0,22,0.6840309096672611,0.987887906513838,0.9780340383523741,1.0,0.76953125
1,9.0,23,0.6756987496438784,0.9858632134045198,0.9780340621012709,1.0,0.76171875
1,9.0,24,0.6710062363446588,0.9815334769373313,0.9780340440607935,1.0,0.759765625
1,9.0,25,0.6596317735934917,0.9749200155214056,0.9780340710778659,1.0,0.751953125
1,9.0,26,0.6553302369319945,0.9660532295361877,0.9780340592760167,1.0,0.75390625
1,9.0,27,0.6511727292818708,0.954976370922152,0.9780340758651301,1.0,0.7578125
1,9.0,28,0.6438057226165498,0.9417451447344467,0.9780340506043553,1.0,0.759765625
1,9.0,29,0.6398446842870615,0.9264247696340002,0.9780340870047565,1.0,0.767578125
1,9.0,30,0.6246801519163996,0.9090946632898256,0.9780340506043553,1.0,0.763671875
1,9.0,31,0.6098904627599939,0.8898470854009825,0.9780340758651301,1.0,0.76171875
1,9.0,32,0.592402142558568,0.8687864715199745,0.9780340592760167,0.99609375,0.7607843137254902
1,9.0,33,0.5099816502345499,0.8460354857035792,0.9780340710778659,0.90234375,0.7424242424242424
1,9.0,34,0.4447891195973871,0.8217346493899885,0.9780340440607935,0.810546875,0.7421686746987952
1,9.0,35,0.41688859866806116,0.7960345308223045,0.9780340621012709,0.7421875,0.7842105263157895
1,9.0,36,0.4109018331633632,0.769117439722809,0.9780340383523741,0.685546875,0.8660968660968661
1,9.0,37,0.4259355473156883,0.7411810055084359,0.9780340761308763,0.66015625,0.9674556213017751
1,9.0,38,0.4707787612258013,0.7124545562413176,0.9780340666951847,0.787109375,0.9330024813895782
1,9.0,39,0.4766583780887012,0.6831952966016765,0.9780340838575353,0.8828125,0.8783185840707964
1,9.0,40,0.46182111982994184,0.6536960799357232,0.9780340839226944,0.94921875,0.8271604938271605
1,9.0,41,0.4454406001881796,0.6242979729517903,0.9780340479860785,0.9921875,0.7992125984251969
1,9.0,42,0.43213178998187296,0.5953800964451886,0.9780340760146125,1.0,0.806640625
1,9.0,43,0.4128115475244912,0.567387349058723,0.9780340650581211,1.0,0.80859375
1,9.0,44,0.3991766851506841,0.5408091476980724,0.9780340650581211,1.0,0.8203125
1,9.0,45,0.39281033528136555,0.516206129212143,0.9780340760146125,1.0,0.845703125
1,9.0,46,0.3838613641342427,0.49417445571321317,0.9780340479860785,1.0,0.86328125
1,9.0,47,0.3901273499985747,0.475354556109933,0.9780340839226944,1.0,0.912109375
1,9.0,48,0.38268092111610275,0.4603666063017329,0.9780340838575353,1.0,0.923828125
1,9.0,49,0.36913798539238585,0.44977986362910005,0.9780340666951847,1.0,0.912109375
1,9.0,50,0.36988670127449447,0.44403634853096596,0.9780340761308763,1.0,0.92578125
1,9.0,51,0.3763617508887663,0.44339063236412607,0.9780340383523741,1.0,0.943359375
1,9.0,52,0.3644260319594646,0.44787472509434384,0.9780340621012709,1.0,0.904296875
1,9.0,53,0.38413776034330516,0.4572853253157455,0.9780340440607935,1.0,0.93359375
1,9.0,54,0.39253168024508234,0.4712208746048305,0.9780340710778659,1.0,0.92578125
1,9.0,55,0.38682867026962126,0.4891412574761834,0.9780340592760167,1.0,0.87890625
1,9.0,56,0.39379680706661685,0.5104295602604894,0.9780340758651301,1.0,0.857421875
1,9.0,57,0.4029341526650938,0.5344473721271107,0.9780340506043553,1.0,0.837890625
1,9.0,58,0.4167289343335503,0.5605849451947186,0.9780340870047565,1.0,0.826171875
1,9.0,59,0.42861874115581033,0.5588276718146028,0.9767736827981991,1.0,0.853515625
1,9.0,60,0.4435673989785592,0.5863683495219913,0.9767737107580499,1.0,0.841796875
1,9.0,61,0.46059333589667706,0.6145793447316802,0.9767736799288811,1.0,0.833984375
1,9.0,62,0.48085030793989825,0.6431147336167402,0.9767737364260073,0.970703125,0.8571428571428571
1,9.0,63,0.4963018561222294,0.671663813818906,0.9767737641885431,0.9140625,0.8995726495726496
1,9.0,64,0.49141067135946415,0.6999592562170004,0.9767737158383951,0.826171875,0.9456264775413712
1,9.0,65,0.4572854255585295,0.7277672288397128,0.9767737310954687,0.720703125,0.9701897018970189
1,9.0,66,0.4252987600554511,0.7548788639240341,0.9767736878906533,0.677734375,0.9250720461095101
1,9.0,67,0.4291107917072839,0.781111910603044,0.9767737341407087,0.73046875,0.8368983957219251
1,9.0,68,0.458515965106394,0.8063018109834176,0.9767736834377365,0.791015625,0.8
1,9.0,69,0.5071419486369969,0.8303065261815956,0.9767737352919582,0.86328125,0.7873303167420814
1,9.0,70,0.5793889211907716,0.852996764398135,0.9767737311040688,0.951171875,0.7946611909650924
1,9.0,71,0.6321910919141713,0.8742574492885127,0.9767736787205623,1.0,0.8046875
1,9.0,72,0.6448879302087471,0.8939857866240368,0.9767736749466674,1.0,0.802734375
1,9.0,73,0.6579495375233722,0.9120926314146165,0.9767736842961865,1.0,0.802734375
1,9.0,74,0.6714117038296072,0.9284956395934627,0.9767736976580692,1.0,0.8046875
1,9.0,75,0.685302693504712,0.9431271782823288,0.9767737304528019,0.986328125,0.8198019801980198
1,9.0,76,0.6929235067152917,0.9559241266243271,0.9767736911590975,0.970703125,0.8309859154929577
1,9.0,77,0.690651575487478,0.9668358606640215,0.9767737525325643,0.962890625,0.8255578093306288
1,9.0,78,0.6867921552141613,0.9758186969948721,0.9767736870294668,0.951171875,0.8234086242299795
1,9.0,79,0.6882809595868927,0.9828359702996946,0.9767736849185237,0.955078125,0.8159509202453987
1,9.0,80,0.688333042701647,0.9878620366041454,0.9767736805234631,0.939453125,0.8253638253638254
1,9.0,81,0.685215942512594,0.9908761979890146,0.9767737379279093,0.923828125,0.8329809725158562
1,9.0,82,0.6806791315864826,0.9918679095619239,0.976773734340858,0.90625,0.8426724137931034
1,9.0,83,0.6747518028133567,0.9908331121023776,0.9767736830577668,0.89453125,0.8471615720524017
1,9.0,84,0.6709358475426828,0.9877754342999695,0.976773669345637,0.87890625,0.86
1,9.0,85,0.6726675231648922,0.9827069947993826,0.976773659272935,0.87109375,0.874439461883408
1,9.0,86,0.6712594342884369,0.975646490905712,0.9767737557318299,0.8671875,0.8828828828828829
1,9.0,87,0.6769269429653887,0.9666229376043443,0.9767736640096489,0.87109375,0.8946188340807175
1,9.0,88,0.6726118145915703,0.9556707350321332,0.9767737178504406,0.876953125,0.8930957683741648
1,9.0,89,0.6701954896937152,0.9428326792715579,0.9767737597449859,0.90625,0.8728448275862069
1,9.0,90,0.671171460922274,0.9281634319957631,0.9767736719170759,0.9609375,0.8373983739837398
1,9.0,91,0.6608831959977163,0.9117227824609703,0.9767737597449859,1.0,0.806640625
1,9.0,92,0.6493002101040161,0.8935798570740076,0.9767737178504406,1.0,0.80859375
1,9.0,93,0.6349407169334833,0.8738180852752887,0.9767736640096489,1.0,0.80859375
1,9.0,94,0.5820623444058528,0.8525268271581501,0.9767737557318299,0.94921875,0.8004115226337448
1,9.0,95,0.5082930117027645,0.8298066407166101,0.976773659272935,0.86328125,0.7895927601809954
1,9.0,96,0.45397404474284103,0.8057757271810653,0.976773669345637,0.78515625,0.7985074626865671
1,9.0,97,0.42743774420617353,0.7805602998121463,0.9767736830577668,0.724609375,0.8409703504043127
1,9.0,98,0.42894866835581413,0.7543075844913543,0.976773734340858,0.6875,0.9204545454545454
1,9.0,99,0.46074457417653947,0.7271787628449666,0.9767737379279093,0.720703125,0.978319783197832
1,9.0,100,0.49712722459765735,0.6993598708566844,0.9767736805234631,0.83203125,0.9507042253521126
1,9.0,101,0.49585132050456465,0.6710541416220213,0.9767736849185237,0.916015625,0.8976545842217484
1,9.0,102,0.47813827262377934,0.6425039966115512,0.9767736870294668,0.97265625,0.8514056224899599
1,9.0,103,0.45798352292229544,0.6139727215930316,0.9767737525325643,0.998046875,0.8317025440313112
1,9.0,104,0.444142759537365,0.5857698571676487,0.9767736911590975,1.0,0.84375
1,9.0,105,0.42621537259888953,0.5582490789920178,0.9767737304528019,1.0,0.849609375
1,9.0,106,0.41069266768644197,0.531805041194139,0.9767736976580692,1.0,0.859375
1,9.0,107,0.39946223705761147,0.5068944916798891,0.9767736842961865,1.0,0.876953125
1,9.0,108,0.391626561039104,0.4840156462472392,0.9767736749466674,1.0,0.900390625
1,9.0,109,0.38822384677982275,0.4637159295903422,0.9767736787205623,1.0,0.931640625
1,9.0,110,0.3871853095742726,0.44656027280027105,0.9767737311040688,1.0,0.96484375
1,9.0,111,0.3793164557958431,0.4331011119744615,0.9767737352919582,1.0,0.974609375
1,9.0,112,0.36003810364825045,0.4238296029978266,0.9767736834377365,1.0,0.9453125
1,9.0,113,0.36265834393307284,0.4191205116846069,0.9767737341407087,1.0,0.962890625
1,9.0,114,0.35902348054311956,0.41917098418059384,0.9767736878906533,1.0,0.953125
1,9.0,115,0.36240032155615226,0.42398234776085086,0.9767737310954687,1.0,0.951171875
1,9.0,116,0.3795318861398039,0.4333470975989341,0.9767737158383951,1.0,0.974609375
1,9.0,117,0.38668808174000563,0.4468914183469129,0.9767737641885431,1.0,0.962890625
1,9.0,118,0.39100601703489224,0.4641200850305762,0.9767737364260073,1.0,0.9375
1,9.0,119,0.3920030808956819,0.48448098887732416,0.9767736799288811,1.0,0.900390625
1,9.0,120,0.40164755150289316,0.5074073492357112,0.9767737107580499,1.0,0.880859375
1,9.0,121,0.415789857970727,0.5323558912222368,0.9767736827981991,1.0,0.869140625
1,9.0,122,0.4385950211652882,0.5585347956736265,0.9754782331008501,1.0,0.875
1,9.0,123,0.452321477520117,0.5851580610729847,0.9754781854518743,1.0,0.861328125
1,9.0,124,0.47107058502440013,0.6121896990988501,0.9754782313043768,1.0,0.857421875
1,9.0,125,0.48973968995402334,0.6393643702210566,0.9754781992347674,0.970703125,0.8792756539235412
1,9.0,126,0.5046508089517124,0.6664564422744399,0.975478249300453,0.9140625,0.9230769230769231
