series,period_days,period_months,relative_power
water_flux,365.3333333333333,12.002737850787131,0.33978294265516285
water_flux,438.40000000000003,14.40328542094456,0.19201627351419637
water_flux,313.14285714285717,10.2880610149604,0.07141102586382637
water_flux,730.6666666666666,24.005475701574262,0.04114495097417644
water_flux,243.55555555555554,8.001825233858087,0.025594830607492805
water_flux,168.6153846153846,5.539725161901753,0.023782565741300242
water_flux,182.66666666666666,6.001368925393566,0.01865212292705111
water_flux,91.33333333333333,3.000684462696783,0.017203526071132395
water_flux,121.77777777777777,4.000912616929043,0.01585135755123356
water_flux,137.0,4.501026694045175,0.01478430625210718
sediment_flux,365.3333333333333,12.002737850787131,0.34268876322578473
sediment_flux,438.40000000000003,14.40328542094456,0.19778660494147643
sediment_flux,313.14285714285717,10.2880610149604,0.07899168625899544
sediment_flux,730.6666666666666,24.005475701574262,0.04238183494461679
sediment_flux,243.55555555555554,8.001825233858087,0.02414603753118253
sediment_flux,168.6153846153846,5.539725161901753,0.02313026064668727
sediment_flux,182.66666666666666,6.001368925393566,0.01943577386117532
sediment_flux,91.33333333333333,3.000684462696783,0.015422604556993135
sediment_flux,73.06666666666668,2.4005475701574266,0.013135672847881622
sediment_flux,137.0,4.501026694045175,0.013081775641740618
