heliostat_id,x_m,y_m,annual_avg_power_kw,annual_unit_area_power_kw_m2
1,-188.75,232.28357377724808,12.556054244814026,0.3266403289493763
2,-239.375,242.026359569823,12.532928170093538,0.32603871410232926
3,221.875,261.51193115497284,12.119415441496182,0.31528135903996307
4,-340.625,-69.74278579257494,12.41264117107566,0.32290949976783706
5,205.0,251.76914536239792,12.165935681009737,0.31649156298152276
6,323.125,-108.71392896287468,12.196449517377122,0.3172853672574693
7,306.25,-98.97114317029974,12.313904660953611,0.32034091209556737
8,-188.75,290.74028853269766,12.348189771938417,0.32123282445209195
9,165.625,222.5407879846731,12.580503488545608,0.3272763654668472
10,-335.0,-79.48557158514987,12.515619902578585,0.3255884469973617
11,-222.5,232.28357377724808,12.626491649988713,0.3284727276271777
12,323.125,-50.257214207425065,12.62154931311177,0.32834415486763185
13,-194.375,222.5407879846731,12.764251996051481,0.3320565035393205
14,143.125,261.51193115497284,12.64958893189967,0.3290735934417187
15,306.25,-60.0,12.597547036832445,0.32771974601541215
16,154.375,222.5407879846731,12.641141997736865,0.3288538500972129
17,-205.625,222.5407879846731,12.825952007235502,0.33366160268562695
18,182.5,232.28357377724808,12.486988316072877,0.32484360863873246
19,289.375,-69.74278579257494,12.721524853659096,0.33094497538135
20,340.0,-40.51442841485013,12.672550456665185,0.3296709275927467
21,-183.125,242.026359569823,12.713330851662182,0.3307318119579131
22,328.75,-118.45671475544961,12.508029868486188,0.3253909955381422
23,143.125,242.026359569823,12.787273614158003,0.33265540099266394
24,216.25,251.76914536239792,12.551881739644715,0.32653178302925895
25,143.125,280.99750274012274,12.765089743638095,0.3320782971810118
26,143.125,300.4830743252726,12.72938174270828,0.3311493689570312
27,-329.375,-69.74278579257494,12.802297406597875,0.33304623846508513
28,103.75,-332.7980021920982,12.678967823949586,0.32983787263136277
29,199.375,242.026359569823,12.534416496307136,0.3260774322660545
30,289.375,-89.2283573777248,12.67274054430698,0.3296758726406602
31,-183.125,261.51193115497284,12.684255517608731,0.3299754296984581
32,311.875,-108.71392896287468,12.581420284888173,0.32730021552778804
33,-329.375,-89.2283573777248,12.818717093428228,0.3334733895272692
34,283.75,-79.48557158514987,12.766145575779092,0.33210576419820736
35,-233.75,232.28357377724808,12.950585883673783,0.3369038991590474
36,-323.75,-79.48557158514987,12.878754693847991,0.33503524177544197
37,-183.125,280.99750274012274,12.77328797510345,0.33229157063224374
38,143.125,222.5407879846731,12.979384599795557,0.337653085322465
39,-216.875,222.5407879846731,13.045424584801292,0.33937108701356117
40,295.0,-98.97114317029974,12.842046091207564,0.33408028333006146
41,311.875,-50.257214207425065,12.911216423013947,0.33587971964136176
42,-183.125,222.5407879846731,13.073814818948037,0.340109646694798
43,109.375,-323.05521639952326,12.84536818642948,0.33416670620263994
44,328.75,-40.51442841485013,12.877529090744003,0.3350033582399584
45,-335.0,-98.97114317029974,12.933331616081992,0.33645503683876143
46,-335.0,-60.0,12.909786273198062,0.3358425149115
47,160.0,212.79800219209818,13.017762920650604,0.3386514807661447
48,176.875,222.5407879846731,12.916760178338857,0.33602393804211383
49,148.75,212.79800219209818,13.056357409402242,0.33965549972430387
50,120.625,-323.05521639952326,12.901154200079787,0.3356179552570184
51,295.0,-60.0,12.973397440059813,0.3374973319474457
52,-188.75,212.79800219209818,13.187699665691577,0.3430723118025904
53,131.875,-323.05521639952326,12.931348006618844,0.3364034340951832
54,-200.0,212.79800219209818,13.228883443507437,0.344143689997592
55,-177.5,232.28357377724808,13.120002978269337,0.3413112117135623
56,317.5,-118.45671475544961,12.895023259106921,0.335458461475206
57,193.75,232.28357377724808,12.917206617490706,0.3360355519638581
58,-250.625,242.026359569823,13.023292135701215,0.33879532090794
59,227.5,251.76914536239792,12.875572634803545,0.33495246188354694
60,137.5,251.76914536239792,13.124170010667836,0.34141961526191034
61,98.125,-323.05521639952326,13.060074658720465,0.33975220236005366
62,210.625,242.026359569823,12.97429874899109,0.33752077911006995
63,137.5,271.25471694754776,13.136178840988565,0.34173201979678886
64,345.625,-30.771642622275195,12.896564569115387,0.33549855798947414
65,-318.125,-69.74278579257494,13.26788928624989,0.3451584101521823
66,92.5,-332.7980021920982,13.130328331738045,0.3415798213251312
67,278.125,-69.74278579257494,13.152866666937857,0.34216614638235837
68,137.5,290.74028853269766,13.119927537486847,0.3413092491541843
69,278.125,-89.2283573777248,13.091217219443632,0.3405623626286064
70,137.5,232.28357377724808,13.234920045248403,0.34430072958502606
71,300.625,-108.71392896287468,13.002676243853239,0.3382590073843194
72,-318.125,-89.2283573777248,13.224612788363812,0.34403259074827813
73,300.625,-50.257214207425065,13.14526530391801,0.34196840020598357
74,-177.5,251.76914536239792,13.080328099576011,0.3402790868776277
75,-177.5,271.25471694754776,13.123830616056201,0.34141078605765346
76,137.5,212.79800219209818,13.3797171296059,0.34806756320514826
77,272.5,-79.48557158514987,13.240594091181709,0.3444483374396906
78,137.5,310.22586011784756,13.113357900999148,0.34113834289800066
79,-312.5,-79.48557158514987,13.329960019694083,0.34677315347799376
80,-228.125,222.5407879846731,13.42939116566227,0.349359811801828
81,317.5,-40.51442841485013,13.161197605948166,0.34238287216306357
82,171.25,212.79800219209818,13.312821109766599,0.34632729213752855
83,115.0,-313.3124306069483,13.220291670503528,0.34392017873318226
84,283.75,-98.97114317029974,13.251847679043077,0.34474109466813413
