design_id,tower_x_m,tower_y_m,width_m,height_m,center_z_m,ground_clearance_m,spacing_clearance_m,rotation_deg,offset_u,offset_v,mirror_count,minimum_center_distance_m,required_problem_distance_m,configured_safe_distance_m,spacing_constraint_satisfied,maximum_site_radius_m,site_constraint_satisfied,minimum_tower_distance_m,tower_exclusion_satisfied,proxy_avg_optical_efficiency,proxy_avg_cosine_efficiency,proxy_avg_shadow_blocking_efficiency,proxy_avg_truncation_efficiency,proxy_field_power_mw,proxy_unit_area_power_kw_m2,proxy_total_area_m2,proxy_mirror_count,screen16_avg_optical_efficiency,screen16_avg_cosine_efficiency,screen16_avg_shadow_blocking_efficiency,screen16_avg_truncation_efficiency,screen16_field_power_mw,screen16_unit_area_power_kw_m2,screen16_total_area_m2,estimated_full_power_mw,estimated_full_unit_area_power_kw_m2
d128,-27.0941742695868,-87.74413883686066,5.909863573126494,5.907509361812845,3.1095716859156144,0.15581700500919204,0.05,51.733793020248406,0.6049065291881561,0.7290121829137206,3402,10.959863573126379,10.909863573126493,10.959863573126494,True,349.9777988541404,True,100.014528015656,True,0.604909489281727,0.7927459637750146,0.9566490010394051,0.9028874069515684,61.35400056272803,0.5165670524756253,118772.57805872758,3402.0,0.5039589637410978,0.7927929209080918,0.7737390995492847,0.956407389675504,57.40776755380819,0.4833419337367813,118772.57805872758,59.123279730228084,0.4977856058743992
d013,0.0,-80.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3213,11.249999999999988,11.2,11.25,True,349.95416747011353,True,101.24999999999999,True,0.5757791922690008,0.789382954958687,0.9547392657009893,0.8647674719620246,60.74265587610302,0.4918126241509682,123507.72000000002,3213.0,0.4901941108148407,0.7894347331288252,0.764230923851022,0.9466251227533519,58.06719748636136,0.4701503475763406,123507.72000000002,59.80241535988453,0.48419981649636573
d056,-39.66843626461923,-75.28616721741855,6.152397492248564,6.137836449639871,4.175957275117451,1.1070390502975154,0.05,3.0894123762845993,0.7613698691129684,0.679380158893764,3254,11.20239749224847,11.152397492248564,11.202397492248565,True,349.96231464023947,True,100.16892287671216,True,0.5781781657310765,0.7854535662803819,0.9551471016532425,0.8717811298583977,60.691094950088164,0.49390989376839695,122878.88077525997,3254.0,0.4907111870153495,0.7855087386140333,0.7652968782011883,0.9510632797865818,57.8532599291901,0.47081532289508027,122878.88077525997,59.58208472212576,0.4848846632245842
d014,0.0,-80.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3166,11.349999999999934,11.3,11.350000000000001,True,349.84078678762205,True,100.88100663653194,True,0.5651196488684684,0.788976524937742,0.9540943284387229,0.8497370623280316,60.65986047607877,0.4827356777826543,125658.54,3166.0,0.485497347166813,0.7890291184685972,0.7606074963150137,0.9430606522273849,58.51208868725171,0.465643550269259,125658.54,60.26060121243668,0.4795583428904767
d030,13.154852036386728,-78.10168605297804,5.965483442042022,5.874674594588577,4.5426871159649345,1.6053498186706459,0.05,0.5834054946899414,0.3815186796709895,0.40709552727639675,3370,11.015483442041907,10.965483442042022,11.015483442042022,True,349.97962356003694,True,100.44002239299517,True,0.60077246433541,0.787172160620115,0.956968545289906,0.9020578379775487,60.60127728643998,0.51312410487824,118102.5734521284,3370.0,0.5033662654290552,0.7872250855953121,0.7782640949554894,0.9554419271175577,57.01833637088191,0.4827865702180796,118102.5734521284,58.72221120335595,0.4972136464677322
d034,26.280713751912117,-66.15303492173553,5.994283438427374,5.94982292051427,3.8608808367705088,0.8859693765133736,0.05,44.73508754745126,0.6269066845998168,0.9251526789739728,3345,11.044283438427279,10.994283438427374,11.044283438427374,True,349.95501542340736,True,100.09323671820573,True,0.5944928168062701,0.7816906570683702,0.9564576929595943,0.8987701016526796,60.59357268155506,0.5079127591297112,119299.17410497776,3345.0,0.4975864126398369,0.7817524394397487,0.7787665047334329,0.9508108036499293,56.94166994377471,0.47730145972065713,119299.17410497776,58.64325375893821,0.4915646248090104
d124,-12.21058588474989,-73.60905477777123,6.005373642826452,5.928543693013489,5.01828480245831,2.0540129559515656,0.05,22.522430811077356,0.35566556826233864,0.2431820072233677,3335,11.055373642826376,11.005373642826452,11.055373642826453,True,349.9383507537417,True,100.31172316196864,True,0.5960094775340491,0.7844135608245089,0.9566186770485966,0.8981276376517253,60.4510125282242,0.5091194429210324,118736.40531461795,3335.0,0.4985627789396805,0.7844699959820218,0.773397676161919,0.956141569782874,56.77234165375935,0.47813761502488367,118736.40531461795,58.46886544384764,0.49242576688187295
d004,-20.0,-60.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3217,11.249999999999988,11.2,11.25,True,349.91396149780866,True,101.24999999999999,True,0.5719893819207168,0.7789922409513474,0.9547925438773108,0.8691015380998914,60.445703861008774,0.4887997771093211,123661.48000000001,3217.0,0.49067167684975915,0.7790588521167473,0.7741539089213553,0.947781393116721,58.215884027507315,0.47076813270799706,123661.48000000001,59.95554509021332,0.48483606285654446
d007,20.0,-60.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3217,11.249999999999988,11.2,11.25,True,349.91396149780866,True,101.24999999999999,True,0.5719893819207167,0.7789922409513474,0.9547925438773108,0.8691015380998914,60.445703861008774,0.4887997771093211,123661.48000000001,3217.0,0.4891480524811726,0.7790588521167473,0.7737394440990571,0.94479211957064,58.028881320842,0.4692559180178177,123661.48000000001,59.762954195155075,0.4832786587638695
d068,-11.073824213817716,-87.16075957752764,6.237839284865185,6.176896586269139,4.3391675311902045,1.250719238055635,0.05,41.614320147782564,0.012678343802690506,0.16031625121831894,3199,11.287839284865115,11.237839284865185,11.287839284865186,True,349.88837018013874,True,100.01913906506846,True,0.5741713569312186,0.7917829682711307,0.9549125799615035,0.8598935906531845,60.44108417862243,0.4903582588968643,123259.03170182934,3199.0,0.4867289000132644,0.7918295383618391,0.7568608679795771,0.9474530114710641,57.53745792504153,0.4668011514501261,123259.03170182934,59.25684562946914,0.48075053658392225
