artifact_id,glass_type,pattern,color,surface_weathering,SiO2,Na2O,K2O,CaO,MgO,Al2O3,Fe2O3,CuO,PbO,BaO,P2O5,SrO,SnO2,SO2,sample_count,closed_sum
01,高钾,C,蓝绿,无风化,71.02755865177748,0.0,10.23460710992726,6.474746439913943,0.8913021206843561,4.026226821022436,1.7826042413687122,3.9647577092511015,0.0,0.0,1.1986476795410306,0.0,0.0,0.3995492265136769,1,100.0
02,铅钡,A,浅蓝,风化,36.31995194714186,0.0,1.0511562718990892,2.34257683451797,1.1812994293723096,5.73630994093503,1.8620482530783866,0.2602863149464411,47.48223045349885,0.0,3.5739313244569026,0.1902092301531685,0.0,0.0,1,100.00000000000001
03,高钾,A,蓝绿,无风化,74.798873692679,0.0,8.829444891391793,3.9621882542236517,0.5581255028157683,4.806918744971841,1.0860820595333869,2.9515285599356393,0.8346741753821398,1.4380530973451326,0.6838294448913916,0.05028157683024939,0.0,0.0,2,99.99999999999996
04,高钾,A,蓝绿,无风化,68.58213616489692,0.0,10.066625026025399,7.412034145325837,1.623985009369144,6.704143243805954,2.1444930251925878,2.2694149489902142,0.0,0.0,0.8224026650010409,0.0,0.0,0.37476577139287937,1,99.99999999999999
05,高钾,A,蓝绿,无风化,63.80685939280903,0.0,11.345974510413429,7.615791109729562,1.834006838669568,7.77121541809139,2.7147445860532593,3.388249922287846,0.0,0.0,0.9739923324007875,0.06216972334473112,0.0,0.48699616620039377,1,99.99999999999999
06,高钾,A,蓝绿,无风化,64.45186084142394,0.0,7.610234627831714,2.735639158576051,1.8760113268608407,10.720064724919093,4.262742718446601,2.371561488673138,0.2781148867313915,1.1883090614886727,4.389158576051779,0.11630258899676371,0.0,0.0,2,99.99999999999999
07,高钾,B,蓝绿,风化,92.90872617853562,0.0,0.0,1.073219658976931,0.0,1.9859578736208627,0.17051153460381147,3.2497492477432304,0.0,0.0,0.6118355065195588,0.0,0.0,0.0,1,100.0
08,铅钡,C,紫,风化,12.496213268706452,0.0,0.0,2.35787135211552,0.0,1.2369988892254873,0.0,6.841361203675654,30.864384529940423,31.22791073412097,5.629607189740482,0.45440775522568916,0.0,8.891245077249318,2,100.0
09,高钾,B,蓝绿,风化,95.23904981457353,0.0,0.5913601282950788,0.6214292873609303,0.0,1.3230429988974646,0.3207376967024156,1.5535732184023257,0.0,0.0,0.35080685576826703,0.0,0.0,0.0,1,100.0
10,高钾,B,蓝绿,风化,96.95421300470895,0.0,0.9217513275222924,0.21039975954313195,0.0,0.8115419296663661,0.2604949403867348,0.8415990381725278,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0
11,铅钡,C,浅蓝,风化,35.21333473110389,0.0,0.22014886256421007,3.679630988573226,0.7443128210504245,2.820002096655834,0.0,5.168256630674074,26.617045811929973,15.316070866967188,9.833315861201385,0.38788132927979874,0.0,0.0,1,100.0
12,高钾,B,蓝绿,风化,94.6971979511901,0.0,1.0143617555488598,0.7231093702922565,0.0,1.46630511198152,0.2912523852566033,1.657125640253088,0.0,0.0,0.15064778547755345,0.0,0.0,0.0,1,100.0
13,高钾,C,浅蓝,无风化,60.128388017118404,2.9142041980843696,12.76747503566334,8.864886896270633,0.0,6.276747503566335,2.934583248420624,4.819645404524151,0.0,0.0,1.2940696963521503,0.0,0.0,0.0,1,100.00000000000001
14,高钾,C,深绿,无风化,63.101010101010104,3.414141414141414,12.404040404040403,8.313131313131313,0.6666666666666667,9.323232323232324,0.5050505050505051,0.4747474747474747,1.6363636363636365,0.0,0.1616161616161616,0.0,0.0,0.0,1,100.0
16,高钾,C,浅蓝,无风化,66.23310639162689,2.1339294787115137,14.754598109948178,8.403617518544864,0.5284015852047557,6.279849608779596,0.42678589574230263,1.0872878772482475,0.11177725840869832,0.0,0.0,0.04064627578498121,0.0,0.0,1,100.00000000000001
18,高钾,A,深蓝,无风化,81.706940874036,0.0,9.686375321336763,0.0,1.5732647814910028,3.1362467866323915,0.0,0.0,0.0,0.0,1.3984575835475581,0.07197943444730079,2.426735218508998,0.0,1,100.00000000000001
19,铅钡,A,未知,风化,30.012150668286758,0.0,0.0,2.966788173349535,0.5974078574321587,3.614823815309842,1.346699068448765,3.5540704738760636,43.357634669906844,5.4171729445119485,8.940866747671123,0.19238558120696642,0.0,0.0,1,100.0
20,铅钡,A,浅蓝,无风化,42.25766316027599,0.0,0.8030765750480715,0.0,0.0,6.164461033819705,1.7079515891867438,5.4066282094785665,10.519172039362063,26.63725822870716,6.503789164121707,0.0,0.0,0.0,1,100.00000000000003
21,高钾,A,蓝绿,无风化,77.83191230207066,0.0,0.0,4.780755176613885,1.2383272431993504,6.282988225740967,2.405602923264312,3.329273244011368,1.0150223304912709,1.9995939910678033,1.116524563540398,0.0,0.0,0.0,1,100.00000000000001
22,高钾,B,蓝绿,风化,92.35000000000002,0.0,0.7400000000000002,1.6600000000000004,0.6400000000000002,3.500000000000001,0.3500000000000001,0.5500000000000003,0.0,0.0,0.21000000000000002,0.0,0.0,0.0,1,100.0
23,铅钡,A,蓝绿,风化,55.74093264248705,8.207253886010363,0.0,0.5181347150259068,0.7357512953367875,1.471502590673575,0.0,3.098445595854922,17.595854922279795,12.290155440414507,0.0,0.3419689119170985,0.0,0.0,1,100.00000000000001
24,铅钡,C,紫,无风化,32.30177993527508,0.0,0.0,0.4753236245954692,0.0,1.608009708737864,0.0,8.555825242718447,29.470064724919094,26.527103559870547,0.14158576051779936,0.9203074433656958,0.0,0.0,1,100.0
25,铅钡,C,浅蓝,风化,52.143004327220275,2.379971151864826,0.0,0.6490830414176797,0.0,1.9575520296723676,1.5969503399958789,1.153925406964764,32.86626828765712,6.851432103853288,0.19575520296723675,0.20605810838656502,0.0,0.0,1,100.00000000000001
26,铅钡,C,紫,风化,11.772069500776125,0.0,0.2002904211106104,2.2282309348555405,0.0,0.9413649792198688,0.0,7.095288167843374,29.768163837564472,33.89915377297081,4.591657903960743,0.5357768764708829,0.0,8.968003605227581,2,99.99999999999999
27,高钾,B,蓝绿,风化,93.83665620888573,0.0,0.0,0.951320716526667,0.5465033903451066,2.540228721789292,0.20240866309078026,1.5585467057990081,0.0,0.0,0.36433559356340445,0.0,0.0,0.0,1,99.99999999999999
28,铅钡,A,浅蓝,风化,68.98368629040428,0.0,0.26345121086229606,1.3577870098287566,1.0132738879319079,4.762387273279966,0.41544229405208216,0.33438038301752954,17.3675144391529,4.093626507244908,1.0538048434491842,0.12159286655182891,0.23305299422433878,0.0,1,99.99999999999997
29,铅钡,A,浅蓝,风化,63.37605126151382,0.9211053263916701,0.30036043251902284,2.9835802963556266,1.4917901481778133,14.357228674409292,0.8109731678013617,0.7408890668802564,12.324789747697237,2.032438926712054,0.4104925911093312,0.250300360432519,0.0,0.0,1,100.00000000000001
30,铅钡,A,深蓝,无风化,36.242054411390804,0.0,0.7170099160945843,4.439359267734553,0.7576913297737097,4.174930078820238,2.471395881006865,0.0,39.135519959318586,10.49580472921434,0.7170099160945843,0.42206966692092546,0.42715484363081624,0.0,2,99.99999999999999
31,铅钡,C,紫,无风化,66.9612922889363,0.0,0.0,1.6255206745910804,0.9041958752412883,3.1596058112364114,4.66321243523316,0.4470181855125471,16.813979477801485,3.4745504419384337,1.6458396830234687,0.3047851264858275,0.0,0.0,1,100.00000000000001
32,铅钡,C,浅绿,无风化,70.65680113521185,0.0,0.21285221974457735,0.46624771944050286,0.0,2.392053517129536,1.0135819987837018,0.1114940198662072,20.02838029596595,4.946280154064465,0.1723089397932293,0.0,0.0,0.0,1,100.00000000000003
33,铅钡,C,深绿,无风化,75.54021608643458,0.0,0.15006002400960386,0.6402561024409764,1.0004001600640255,2.3509403761504606,0.0,0.47018807523009204,16.166466586634655,3.5514205682272912,0.13005202080832334,0.0,0.0,0.0,1,100.00000000000001
34,铅钡,C,深绿,风化,36.689909762100086,0.0,0.25635767022149303,0.7998359310910583,0.0,1.6611977030352751,0.48195242001640687,1.5484003281378178,47.733798195242,10.254306808859722,0.34864643150123054,0.2255947497949139,0.0,0.0,1,100.0
35,铅钡,C,浅绿,无风化,68.50639226691612,0.0,0.0,0.3949693379066625,0.0,1.4967259120673526,0.17669680906350693,0.16630287911859476,22.91861552853134,5.903752208710113,0.4365450576863112,0.0,0.0,0.0,1,99.99999999999999
36,铅钡,C,深绿,风化,40.53057461845745,2.2738912219604637,0.14339854552903825,0.3789818703267439,0.0,1.6388405203318654,0.32776810406637313,0.6965072211410429,42.62009628188058,11.092901771996315,0.07169927276451912,0.22534057154563153,0.0,0.0,1,100.00000000000001
37,铅钡,C,深绿,无风化,60.13202640528106,0.0,0.2300460092018404,0.8901780356071216,0.0,2.720544108821765,0.0,3.010602120424085,17.243448689737946,10.342068413682737,1.4602920584116825,0.31006201240248055,0.0,3.660732146429287,1,100.0
38,铅钡,C,深绿,风化,33.407730546819515,1.4000202901491323,0.0,0.6898650705082683,0.0,2.6072841635386017,0.2942071624226438,0.7405904433397584,50.02536268641574,9.9320280004058,0.4869635791823069,0.41594805721822053,0.0,0.0,1,99.99999999999997
39,铅钡,C,深绿,风化,26.579586877278256,0.0,0.0,1.123936816524909,0.0,0.5062778452814904,0.0,0.8910490076954233,61.79627379505873,7.3106520858647235,1.174564601053058,0.6176589712434184,0.0,0.0,1,100.0
40,铅钡,C,未知,风化,16.952419600284063,0.0,0.0,1.8971289438977377,0.0,0.4565283554834128,0.1927564167596632,0.0,71.2285685299787,6.787054884853405,1.7956781982347574,0.6898650705082683,0.0,0.0,1,100.0
41,铅钡,C,浅绿,风化,19.699071603884327,0.0,0.4695336676982179,5.292924981325366,2.913242983673034,3.553516166897877,1.910148329954114,0.20275317468786683,47.08142140646676,10.415110447124107,7.960729911428876,0.50154732685946,0.0,0.0,1,100.0
42,铅钡,A,浅蓝,风化,52.3658822928896,5.829207289061303,0.2552192333214231,0.4032463886478485,1.148486549946404,4.6909295084477565,0.0,2.7512633352049414,21.43841559899954,10.897861262824767,0.040835077331427695,0.17865346332499615,0.0,0.0,2,100.0
43,铅钡,C,浅蓝,风化,17.8259733472694,0.0,0.0,6.0830938071596545,0.9615887117846876,2.9579304938594198,1.1235955056179774,3.5850535667624763,54.66422785471647,5.513457015939378,6.704990854455187,0.5800888424353278,0.0,0.0,2,99.99999999999999
44,铅钡,A,浅蓝,风化,61.279257465698144,3.0871670702179177,0.20177562550443903,2.158999192897498,0.0,12.802663438256657,0.7768361581920904,0.4338175948345439,13.730831315577078,5.266343825665859,0.0,0.2623083131557708,0.0,0.0,1,100.00000000000001
45,铅钡,A,浅蓝,无风化,62.31441936139923,2.7049013626194838,0.11185682326621926,0.8541793776693106,0.7524913565182022,5.084401057555421,0.0,0.5389465121008746,16.259914582062233,11.145007118161484,0.0,0.23388244864754934,0.0,0.0,1,100.00000000000003
46,铅钡,A,浅蓝,无风化,55.9768833012268,0.0,0.2534725742674643,0.0,1.6931967961066612,4.856534522964615,0.0,0.7806955287437899,25.60073000101389,10.19973638852276,0.2027780594139714,0.4359728277400385,0.0,0.0,1,100.0
47,铅钡,A,浅蓝,无风化,52.99198025909932,4.791281102200289,0.29816985399958873,0.8945095619987662,0.6271848653094798,3.146206045650833,0.0,0.6683117417232162,26.1155665227226,9.49002673246967,0.10281719103434096,0.873946123791898,0.0,0.0,1,100.00000000000001
48,铅钡,A,未知,风化,53.77634365231422,0.8066955732580419,0.32267822930321677,2.843601895734597,1.5528889785217306,13.764243218715338,1.0386205505697288,0.0,15.841484319854798,7.371180800645356,1.1092064132298076,0.25209236664313805,1.3209640012100434,0.0,1,100.00000000000003
49,铅钡,A,黑,风化,43.047383090740176,0.0,0.15484670176525242,3.4375967791886035,1.3781356457107465,6.131929389903995,2.0697842469288736,0.5935790234334676,29.52410446990813,5.311241870548158,7.959120470733974,0.3922783111386395,0.0,0.0,2,100.00000000000003
50,铅钡,A,黑,风化,33.670033670033675,0.0,0.0,3.3723478167922614,0.5397894286783177,3.222703222703223,0.17636684303350972,0.9780343113676447,39.87493987493988,10.913366468922025,6.7767623323178885,0.4756560312115868,0.0,0.0,2,100.0
51,铅钡,C,浅蓝,风化,24.573597818531788,0.0,0.0,4.657006897289205,1.411538255894776,4.149066994599797,0.8608244666631021,1.1335079933700476,48.96540661925895,4.779981821098219,9.009249852964766,0.20852269689354647,0.2512965834358124,0.0,2,100.00000000000001
52,铅钡,C,浅蓝,风化,27.359693877551024,1.2967687074829934,0.0,2.4128401360544225,0.584608843537415,1.2329931972789117,0.24447278911564632,0.7440476190476191,50.40391156462586,9.183673469387758,6.0693027210884365,0.46768707482993205,0.0,0.0,1,100.0
53,铅钡,A,浅蓝,风化,64.79389312977098,3.094147582697201,0.1119592875318066,0.7938931297709925,1.16030534351145,6.1679389312977095,0.0,0.549618320610687,13.903307888040711,9.150127226463106,0.0,0.2748091603053435,0.0,0.0,1,99.99999999999999
54,铅钡,C,浅蓝,风化,20.03662444681825,0.0,0.16277531919222749,1.6226664631975176,1.2157281652169492,3.9676484053105447,0.0,1.1038201332722926,57.94801363243298,3.581057022229005,9.34432066737881,1.0173457449514218,0.0,0.0,2,100.0
55,铅钡,C,绿,无风化,50.85079892093795,2.8117866777339695,0.0,1.1724424154388875,0.0,1.5044615065366256,0.0,0.8923013073251711,34.15646399667981,8.248599294459432,0.36314588088815103,0.0,0.0,0.0,1,100.00000000000001
56,铅钡,C,蓝绿,风化,31.602341717259318,0.0,0.0,1.3117953165654812,0.0,2.005637467476149,0.0,0.8564614050303555,44.72029488291413,16.74978317432784,2.753686036426713,0.0,0.0,0.0,1,99.99999999999999
57,铅钡,C,蓝绿,风化,27.489996755704553,0.0,0.0,1.4166756785984644,0.0,2.3575213582783605,0.0,1.2544609062398615,48.77257488915324,18.708770412025522,0.0,0.0,0.0,0.0,1,100.0
58,铅钡,C,未知,风化,30.771567436208997,0.0,0.34426893479141357,3.533819360064804,0.7999189955447551,3.564196030781693,0.8707978938841636,3.169299311462131,39.84406642365331,7.756176589712435,9.1028756581612,0.24301336573511545,0.0,0.0,1,100.00000000000001
