month,day_offset_from_march_21,solar_time,solar_altitude_deg,dni_kw_m2,avg_optical_efficiency,avg_cosine_efficiency,avg_shadow_blocking_efficiency,avg_truncation_efficiency,field_power_mw,unit_area_power_kw_m2,required_neighbor_radius_m
1,306,9.0,17.430915460183293,0.7925396841601171,0.5088695482812068,0.7024362414633658,0.8851383416905444,0.9533170063581143,25.335262721636578,0.40329931107348904,35.68912057918847
1,306,10.5,27.206169753432686,0.9100911454852127,0.5548521986777789,0.7285806317918256,0.9307508058739254,0.9407300059379118,31.72196871023533,0.5049660730696487,35.68912057918847
1,306,12.0,30.83375539142462,0.9391840362887128,0.5638109255443217,0.7376450687803956,0.9341198065902578,0.9387666655435228,33.264585907916484,0.529522220756391,35.68912057918847
1,306,13.5,27.206169753432686,0.9100911454852127,0.5561717978862957,0.7285806332659797,0.931811873209169,0.9406190653689356,31.797412738216785,0.506167028624909,35.68912057918847
1,306,15.0,17.430915460183293,0.7925396841601171,0.5112615870540534,0.7024362458493735,0.8869672277936963,0.9529487120537379,25.45435597639138,0.40519509672701975,35.68912057918847
2,337,9.0,24.830779231476313,0.8875714408097994,0.5472232693381469,0.7224441368523334,0.9245478151862464,0.942530055227402,30.511658019289808,0.48569974561110807,35.68912057918847
2,337,10.5,35.77279809753639,0.9708000370097123,0.5732451145810051,0.7493379441013761,0.9346436246418338,0.9370716868738209,34.95973069428407,0.5565063784508766,35.68912057918847
2,337,12.0,39.96981305979434,0.9921771917861092,0.5818067340607114,0.7586375961506564,0.9367926217765044,0.9354371972541085,36.2631824415628,0.5772553715626043,35.68912057918847
2,337,13.5,35.77279809753639,0.9708000370097123,0.5746097358878004,0.7493379462981539,0.9357987106017192,0.9370161758535439,35.042953023043225,0.5578311528660176,35.68912057918847
2,337,15.0,24.830779231476313,0.8875714408097994,0.5492189156126449,0.7224441426163722,0.9259155623209169,0.9424272835273844,30.622929743404534,0.4874710242503109,35.68912057918847
3,0,9.0,33.12073905193114,0.9548220128815967,0.5668235813904589,0.7431561030139224,0.9304642729226361,0.9386753297650113,33.99916606078783,0.5412156329319935,35.68912057918847
3,0,10.5,45.55416437870154,1.0147803402321798,0.5908531594118898,0.770035352807739,0.9361479226361031,0.9344159195025231,37.66600320789677,0.5995861701352558,35.68912057918847
3,0,12.0,50.60000000000001,1.030801341050838,0.6004665236251158,0.7793171559227529,0.9384916726361031,0.9343444051306512,38.88317385635535,0.6189616978089041,35.68912057918847
3,0,13.5,45.55416437870154,1.0147803402321798,0.5921892499750329,0.770035355571792,0.9372918159025788,0.9344428471560415,37.751176978461835,0.6009420085715033,35.68912057918847
3,0,15.0,33.12073905193114,0.9548220128815967,0.5686935174030483,0.7431561096484752,0.9320402041547278,0.9384913859076054,34.11132841094821,0.543001088999494,35.68912057918847
4,31,9.0,41.57337310310389,0.9992774792374354,0.5825314156378207,0.7620274592595899,0.9321051217765043,0.9355462441805927,36.568183155068965,0.5821105245951762,35.68912057918847
4,31,10.5,55.854864217350375,1.0440430323468195,0.6079068573414808,0.7879034843255511,0.9370724391117479,0.9348787829683337,39.87065531419299,0.634680918723225,35.68912057918847
4,31,12.0,62.27879686673626,1.0564526886101677,0.6186691906331951,0.7968379466321319,0.9389214720630372,0.9368927995653008,41.05882092633223,0.6535947298047156,35.68912057918847
4,31,13.5,55.854864217350375,1.0440430323468195,0.6092225567395216,0.7879034873777981,0.9382722958452722,0.935025862382513,39.95694780548975,0.6360545655124125,35.68912057918847
4,31,15.0,41.57337310310389,0.9992774792374354,0.5842518254592829,0.7620274660901867,0.9332758775071633,0.9355445636136596,36.67618121279454,0.5838296913848223,35.68912057918847
5,61,9.0,47.04822444326277,1.0199091178996695,0.5921216606737932,0.7728867911346117,0.9331370881088825,0.9345574679400229,37.93764382899416,0.603910280627096,35.68912057918847
