package_id,region,task_count,task_ids,baseline_completions,baseline_expected_payout,route_length_km,compactness,same_average_reward,same_reward_probability,same_reward_expected_completions,same_reward_expected_payout,cost_neutral_average_reward,cost_neutral_total_reward,cost_neutral_probability,cost_neutral_expected_completions,cost_neutral_expected_payout
package-001,0,3,A0144;A0191;A0132,1.350288731140272,98.57107737323986,0.48939465920491826,0.7553026703975408,73.0,0.5900201976375317,1.770060592912595,129.21442328261944,66.05342552940913,198.16027658822736,0.49743106474396137,1.492293194231884,98.57107737323982
package-002,0,3,A0180;A0378;A0379,1.378487677840592,100.62960048236323,0.31655932170331286,0.8417203391483435,73.0,0.6084771180184693,1.8254313540554077,133.25648884604476,65.63723828140812,196.91171484422435,0.5110391759168349,1.5331175277505047,100.6296004823632
package-003,0,3,A0134;A0474;A0142,1.4689270386290647,107.23167381992174,0.5631034240513215,0.7184482879743392,73.0,0.6239567622995505,1.8718702868986516,136.64653094360156,66.4326007693654,199.29780230809618,0.5380474474783788,1.6141423424351364,107.23167381992171
package-004,0,3,A0197;A0135;A0183,1.4767078522336679,108.2944756406328,0.17392231582643075,0.9130388420867847,73.33333333333333,0.6466443209389431,1.9399329628168291,142.2617506065675,65.7617984599972,197.2853953799916,0.5489229216995343,1.646768765098603,108.29447564063278
package-005,2,2,A0080;A0451,0.4575934907214322,33.861918313385985,0.6131816745663672,0.3868183254336328,74.0,0.29344269227506664,0.5868853845501333,43.429518456709864,69.3385817707863,138.6771635415726,0.24417804235832138,0.48835608471664277,33.86191831338598
package-006,2,3,A0084;A0067;A0456,0.7042855732715405,51.52579484631032,0.8781746233473314,0.5609126883263342,73.16666666666667,0.33069709035964384,0.9920912710789316,72.58801133394182,66.6257182757189,199.8771548271567,0.2577873138671957,0.7733619416015871,51.52579484631031
package-007,2,2,A0040;A0075,0.47288567124459757,35.114289022280914,0.9983923822073943,0.0016076177926056534,74.25,0.26714362030408983,0.5342872406081797,39.67082761515734,71.98223952638939,143.96447905277878,0.24390939524330624,0.4878187904866125,35.1142890222809
package-008,2,2,A0089;A0094,0.5436259231108811,40.35891684386621,0.8810212465332486,0.11897875346675135,74.25,0.31648802292045897,0.6329760458409179,46.99847140368816,71.29185738811904,142.58371477623808,0.2830541826407241,0.5661083652814481,40.358916843866204
package-009,2,2,A0035;A0031,0.5271370434540461,39.40355957011071,0.7039261633516458,0.2960738366483542,74.75,0.324828762687146,0.649657525374292,48.56190002172833,70.68402204144284,141.3680440828857,0.2787303157919334,0.5574606315838668,39.403559570110694
package-010,2,2,A0465;A0447,0.5846083158595374,43.68768346504736,0.6366195589156273,0.36338044108437273,74.75,0.36336123138815657,0.7267224627763131,54.32250409252941,70.35178020951007,140.70356041902014,0.31049451296714814,0.6209890259342963,43.68768346504736
package-011,2,3,A0364;A0002;A0446,0.9196285069426329,69.80723168441492,1.2087372686974263,0.39563136565128687,75.5,0.3905545003885489,1.1716635011656467,88.46059433800632,70.58648316646449,211.75944949939347,0.3296534433265745,0.9889603299797234,69.80723168441492
package-012,2,2,A0048;A0445,0.6770003730550751,52.65865873898637,0.18538623466404291,0.8146137653359571,77.5,0.4636760530240993,0.9273521060481986,71.8697882187354,70.57029764375518,141.14059528751037,0.3730936420646241,0.7461872841292482,52.65865873898636
package-013,2,2,A0360;A0003,0.6236629905482636,45.839229805297364,0.6868979989446738,0.31310200105532615,73.5,0.38029159181565386,0.7605831836313077,55.90286399690112,69.429272724974,138.858545449948,0.33011457564072094,0.6602291512814419,45.83922980529734
package-014,2,2,A0046;A0453,0.6169375925215108,45.49740435134187,0.5288746286175343,0.4711253713824657,73.75,0.39347442756621076,0.7869488551324215,58.037478066016085,68.7235617183325,137.447123436665,0.33101750850614825,0.6620350170122965,45.49740435134187
package-015,2,2,A0082;A0062,0.6363982471929939,47.894119810432656,0.5556496214924483,0.44435037850755166,75.25,0.4013336223205648,0.8026672446411296,60.400710159245,70.3823042380998,140.7646084761996,0.34024262439894865,0.6804852487978973,47.89411981043265
package-016,2,2,A0464;A0072,0.6735527463825057,49.87113465880559,0.8565048948411503,0.14349510515884967,74.0,0.3886149385147549,0.7772298770295099,57.51501090018373,71.0139003430682,142.0278006861364,0.3511364283462681,0.7022728566925363,49.87113465880559
