design_id,tower_y_m,width_m,height_m,center_z_m,clearance_m,rotation_deg,offset_u,offset_v,mirror_count,total_area_m2,proxy_avg_optical_efficiency,proxy_avg_cosine_efficiency,proxy_avg_shadow_blocking_efficiency,proxy_avg_truncation_efficiency,proxy_field_power_mw,proxy_unit_area_power_kw_m2,screen_avg_optical_efficiency,screen_avg_cosine_efficiency,screen_avg_shadow_blocking_efficiency,screen_avg_truncation_efficiency,screen_field_power_mw,screen_unit_area_power_kw_m2,screen_total_area_m2,estimated_full_power_mw
59,-74.23478680880696,6.176132414301388,5.712621385201139,3.1,0.05,22.739782299753404,0.05484976131117825,0.3130453643147766,3234,114101.68435253482,0.589038372279707,0.7864343310211868,0.9583073823378206,0.8834853913255284,60.301128784709995,0.528485877547612,0.5146894652037697,0.7864913127448023,0.7971391207998351,0.9527716584061281,56.30281960346617,0.49344424600700815,114101.68435253482,57.69394807083278
168,-70.69726903633828,6.162159624893242,5.803623559590734,3.1,0.05,4.604695384386412,0.29377927763889977,0.13676634031098311,3243,115978.93804177603,0.587880504515256,0.7849917305931964,0.9576403508131429,0.883955339590882,61.17859705066857,0.5274974756936628,0.5110337694241348,0.7850507502159729,0.7938781606537156,0.9518819012613339,56.85062131310777,0.49018056444550284,115978.93804177603,58.25528484955479
163,-63.493767884017714,6.1562334860490715,5.76155720783113,3.1,0.05,48.631093479592074,0.02442760359616225,0.4373528027640272,3243,115027.56065766905,0.5877107517597774,0.7812883689812513,0.9579655290113858,0.8870685887497036,60.66879716238397,0.5274283555654894,0.5117325985431783,0.7813529457194721,0.7986464436221605,0.9524878993021916,56.46752590674463,0.49090431531271334,115027.56065766905,57.86272393277383
75,-68.25928353120625,6.151296857577907,5.869505077876052,3.1,0.05,35.77740512062943,0.7688330254810903,0.0715040152098535,3255,117521.99679920408,0.5866202209603933,0.7833238056528518,0.9571584704220073,0.8843100645957803,61.865643999892605,0.5264175701983272,0.5039875190024808,0.7833852543239096,0.7868263568868407,0.950254434754243,56.82320345764047,0.4835112149662293,117521.99679920408,58.22718955449346
103,-67.418613715418,6.1944402669790914,5.721959765663786,3.1,0.05,56.70732522807139,0.7998542156044758,0.7871798021825621,3222,114201.65696660457,0.5862304045259259,0.7831364149863661,0.9582701984370292,0.8826405928542898,60.07544898190604,0.5260470870354675,0.5166659862496127,0.783198349998663,0.8029950341402855,0.9532164145729092,56.574095915796704,0.4953876976788559,114201.65696660457,57.971927070582225
58,-55.24747926225872,6.165468811385291,5.734272700091243,3.1,0.05,19.77581210230572,0.3451974002560557,0.20988722968723572,3236,114407.09562443224,0.5857036642493232,0.7771382076237543,0.9581910833830977,0.8879934139452553,60.14628151562489,0.5257216013337929,0.5127599801290887,0.7772088830214323,0.8036123557890401,0.9528803819903944,56.27382924580835,0.4918735934923147,114407.09562443224,57.66424142024148
100,-55.62249869768351,6.161382936815685,5.745814076594926,3.1,0.05,5.164854691554354,0.9034281075148931,0.1194206353429228,3248,114986.21830973458,0.5855799477539537,0.7772307304935828,0.9580974230808922,0.887871713989342,60.43744453559116,0.525605984995461,0.5136318859694987,0.7773009536274175,0.8045431804187193,0.952732396201454,56.66159510865095,0.49276857645690614,114986.21830973458,58.06158819100792
171,-70.05331979666867,6.168989656495434,5.881877432681359,3.1,0.05,50.19478253015383,0.3730960961081987,0.7239751417544252,3242,117636.7514613581,0.5854303792662775,0.7843229989095287,0.9570753410808199,0.881625364159165,61.79800789304217,0.5253290925271927,0.5058762175363594,0.7843829811527122,0.7885452010076085,0.9507929137816169,57.07905786453362,0.4852145027422254,117636.7514613581,58.489365604804064
107,-60.8087523219625,6.176401449817395,5.818460427975338,3.1,0.05,49.65188606391515,0.6337933167188129,0.035225648827057476,3236,116292.60906099633,0.5845792282847295,0.7798152270411112,0.9575703354056034,0.8842901290320497,61.01441193780014,0.5246628520114949,0.5090279236773243,0.7798820171260367,0.7972773743304492,0.9510200780712216,56.78575866524796,0.488300667804808,116292.60906099633,58.18881957723421
87,-50.48458076074138,6.158752952432181,5.786075147931227,3.1,0.05,1.573877533511816,0.40236081806490154,0.5519589214371342,3248,115742.50403622609,0.5841678064005126,0.7745948712907952,0.9578173389999124,0.8886900295154153,60.696788368029814,0.5244122621455676,0.511810123105801,0.7746691773050621,0.8056993406198686,0.9516854153717224,56.83027510358966,0.49100609647949595,115742.50403622609,58.234435926469885
57,-63.40247638415907,6.204054643037805,5.751632164357334,3.1,0.05,8.827455502600051,0.5642769372841904,0.038246930067683094,3225,115079.0947557036,0.584045731025361,0.7810750243536583,0.9580678283915363,0.8816860598862021,60.31758790746815,0.5241402709633207,0.513370738278991,0.7811398392393394,0.8009802971576226,0.9520044135451112,56.66824668647516,0.49242867965527287,115079.0947557036,58.06840411582806
70,-51.86845774595741,6.185765617761071,5.696463796860817,3.1,0.05,22.779503749390795,0.9881359076088297,0.26707839768805997,3231,113850.71435863616,0.5837061546051655,0.7752541900888655,0.958485421555772,0.8865950089439545,59.653803362265734,0.5239651213285574,0.5149687565992299,0.7753274662336599,0.8085200015475086,0.9525634505758694,56.22537185070137,0.4938517265125652,113850.71435863616,57.61458674119273
