date,low_pred_mean_flow_m3s,normal_pred_mean_flow_m3s,high_pred_mean_flow_m3s,low_pred_mean_sediment_flux_kg_s,normal_pred_mean_sediment_flux_kg_s,high_pred_mean_sediment_flux_kg_s,low_pred_water_volume_m3,low_pred_sediment_mass_kg,low_pred_water_volume_1e8_m3,low_pred_sediment_mass_1e4_t,normal_pred_water_volume_m3,normal_pred_sediment_mass_kg,normal_pred_water_volume_1e8_m3,normal_pred_sediment_mass_1e4_t,high_pred_water_volume_m3,high_pred_sediment_mass_kg,high_pred_water_volume_1e8_m3,high_pred_sediment_mass_1e4_t,pred_mean_flow_m3s,pred_mean_sediment_flux_kg_s,pred_water_volume_m3,pred_sediment_mass_kg,pred_water_volume_1e8_m3,pred_sediment_mass_1e4_t,year,month
2022-01-01,1073.8424941901858,1108.9445475868874,1135.6548183938748,4036.084518328663,4312.535875936855,4585.4893490257455,92779991.49803205,348717702.3835965,0.9277999149803204,34.871770238359645,95812808.91150707,372603099.68094426,0.9581280891150707,37.260309968094425,98120576.30923079,396186279.7558244,0.9812057630923079,39.61862797558244,1108.9445475868874,4312.535875936855,95812808.91150707,372603099.68094426,0.9581280891150707,37.260309968094425,2022,1
2022-01-02,1046.3155721148116,1120.2646666415396,1160.5263670499896,4041.0515827557115,4422.28315806761,4925.664113748534,90401665.43071972,349146856.75009346,0.9040166543071971,34.914685675009345,96790867.19782902,382085264.85704154,0.9679086719782902,38.208526485704155,100269478.11311911,425577379.4278733,1.002694781131191,42.557737942787334,1120.2646666415396,4422.28315806761,96790867.19782902,382085264.85704154,0.9679086719782902,38.208526485704155,2022,1
2022-01-03,1026.8407046706393,1123.1074577622917,1167.0154336850214,3990.744712613333,4445.974350070158,4995.213038276281,88719036.88354324,344800343.16979194,0.8871903688354323,34.48003431697919,97036484.35066201,384132183.84606165,0.9703648435066201,38.41321838460617,100830133.47038585,431586406.50707066,1.0083013347038585,43.15864065070706,1123.1074577622917,4445.974350070158,97036484.35066201,384132183.84606165,0.9703648435066201,38.41321838460617,2022,1
2022-01-04,974.3350906706015,1120.806458067252,1170.29926843937,3984.5554542381838,4411.181667723114,4995.213038276281,84182551.83393997,344265591.2461791,0.8418255183393997,34.42655912461791,96837677.97701056,381126096.091277,0.9683767797701056,38.1126096091277,101113856.79316157,431586406.50707066,1.0111385679316156,43.15864065070706,1120.806458067252,4411.181667723114,96837677.97701056,381126096.091277,0.9683767797701056,38.1126096091277,2022,1
2022-01-05,948.9010143629075,1120.806458067252,1172.9652711721967,3940.8149793209186,4392.826920098137,5007.439999357996,81985047.64095521,340486414.21332735,0.8198504764095521,34.04864142133273,96837677.97701056,379540245.896479,0.9683767797701056,37.9540245896479,101344199.4292778,432642815.9445309,1.013441994292778,43.26428159445309,1120.806458067252,4392.826920098137,96837677.97701056,379540245.896479,0.9683767797701056,37.9540245896479,2022,1
2022-01-06,922.3614537297144,1122.1429696556845,1174.226086768481,3851.2723895257477,4360.222013189939,5007.439999357996,79692029.60224733,332749934.4550246,0.7969202960224733,33.27499344550246,96953152.57825114,376723181.9396108,0.9695315257825113,37.672318193961075,101453133.89679676,432642815.9445309,1.0145313389679675,43.26428159445309,1122.1429696556845,4360.222013189939,96953152.57825114,376723181.9396108,0.9695315257825113,37.672318193961075,2022,1
2022-01-07,903.2527539647667,1115.9733058446222,1173.8510230684394,3783.6680906889364,4337.593913603628,5132.917139099156,78041037.94255584,326908923.03552413,0.7804103794255585,32.69089230355241,96420093.62497537,374768114.13535345,0.9642009362497537,37.476811413535344,101420728.39311317,443484040.8181671,1.0142072839311316,44.34840408181671,1115.9733058446222,4337.593913603628,96420093.62497537,374768114.13535345,0.9642009362497537,37.476811413535344,2022,1
2022-01-08,884.5864676442106,1114.3021597552251,1174.226086768481,3737.895809064192,4360.222013189939,5321.021323359641,76428270.8044598,322954197.90314615,0.764282708044598,32.29541979031462,96275706.60285145,376723181.9396108,0.9627570660285145,37.672318193961075,101453133.89679676,459736242.33827305,1.0145313389679675,45.9736242338273,1114.3021597552251,4360.222013189939,96275706.60285145,376723181.9396108,0.9627570660285145,37.672318193961075,2022,1
2022-01-09,871.8991816439457,1114.3021597552251,1178.1400642033555,3641.560548982421,4352.377365402289,5429.746285662692,75332089.29403691,314630831.43208116,0.7533208929403691,31.463083143208117,96275706.60285145,376045404.37075776,0.9627570660285145,37.60454043707578,101791301.54716991,469130079.08125657,1.017913015471699,46.91300790812566,1114.3021597552251,4352.377365402289,96275706.60285145,376045404.37075776,0.9627570660285145,37.60454043707578,2022,1
2022-01-10,860.2995693406378,1112.7621354191137,1182.2019093065105,3602.163332466132,4352.377365402289,5532.0907624589845,74329882.7910311,311226911.9250738,0.7432988279103111,31.12269119250738,96142648.50021143,376045404.37075776,0.9614264850021144,37.60454043707578,102142244.96408251,477972641.87645626,1.021422449640825,47.797264187645624,1112.7621354191137,4352.377365402289,96142648.50021143,376045404.37075776,0.9614264850021144,37.60454043707578,2022,1
2022-01-11,858.1919180320413,1115.0683936265095,1182.2019093065105,3573.1288033251935,4326.070846729087,5840.511652614682,74147781.71796836,308718328.6072967,0.7414778171796836,30.871832860729672,96341909.20933042,373772521.1573931,0.9634190920933042,37.37725211573931,102142244.96408251,504620206.7859085,1.021422449640825,50.462020678590854,1115.0683936265095,4326.070846729087,96341909.20933042,373772521.1573931,0.9634190920933042,37.37725211573931,2022,1
2022-01-12,857.2717815928364,1114.3021597552251,1179.4080118121992,3479.3150642806427,4337.593913603628,6440.111037548541,74068281.92962107,300612821.55384755,0.7406828192962107,30.061282155384756,96275706.60285145,374768114.13535345,0.9627570660285145,37.476811413535344,101900852.220574,556425593.644194,1.0190085222057401,55.6425593644194,1114.3021597552251,4337.593913603628,96275706.60285145,374768114.13535345,0.9627570660285145,37.476811413535344,2022,1
2022-01-13,860.0907064237017,1114.3021597552251,1178.1814315707688,3202.395822287525,4337.593913603628,6674.477573531797,74311837.03500783,276686999.04564214,0.7431183703500783,27.668699904564214,96275706.60285145,374768114.13535345,0.9627570660285145,37.476811413535344,101794875.68771443,576674862.3531473,1.0179487568771444,57.667486235314726,1114.3021597552251,4337.593913603628,96275706.60285145,374768114.13535345,0.9627570660285145,37.476811413535344,2022,1
2022-01-14,852.5770684328703,1111.2969402765966,1178.1814315707688,2977.8659661148236,4352.377365402289,7143.229920145439,73662658.7126,257287619.47232077,0.7366265871259999,25.728761947232076,96016055.63989794,376045404.37075776,0.9601605563989795,37.60454043707578,101794875.68771443,617175065.1005659,1.0179487568771444,61.717506510056594,1111.2969402765966,4352.377365402289,96016055.63989794,376045404.37075776,0.9601605563989795,37.60454043707578,2022,1
2022-01-15,845.3121866838891,1109.6465860241283,1178.1814315707688,2735.173769158237,4342.926181860348,7263.529782054585,73034972.92948802,236319013.65527168,0.7303497292948802,23.631901365527167,95873465.03248468,375228822.1127341,0.9587346503248468,37.522882211273405,101794875.68771443,627568973.1695161,1.0179487568771444,62.75689731695161,1109.6465860241283,4342.926181860348,95873465.03248468,375228822.1127341,0.9587346503248468,37.522882211273405,2022,1
2022-01-16,820.1729774062022,1108.9445475868874,1178.1814315707688,2485.83683588903,4342.926181860348,7224.5703176768175,70862945.24789587,214776302.6208122,0.7086294524789587,21.47763026208122,95812808.91150707,375228822.1127341,0.9581280891150707,37.522882211273405,101794875.68771443,624202875.4472771,1.0179487568771444,62.42028754472771,1108.9445475868874,4342.926181860348,95812808.91150707,375228822.1127341,0.9581280891150707,37.522882211273405,2022,1
2022-01-17,811.240073893247,1107.1629234323632,1179.4080118121992,2478.2451126842834,4326.070846729087,7143.229920145439,70091142.38437654,214120377.7359221,0.7009114238437654,21.41203777359221,95658876.58455618,373772521.1573931,0.9565887658455617,37.37725211573931,101900852.220574,617175065.1005659,1.0190085222057401,61.717506510056594,1107.1629234323632,4326.070846729087,95658876.58455618,373772521.1573931,0.9565887658455617,37.37725211573931,2022,1
2022-01-18,797.7674862880967,1105.7772959031522,1179.4080118121992,2435.028812710309,4326.070846729087,7234.701074140265,68927110.81529155,210386489.4181707,0.6892711081529156,21.03864894181707,95539158.36603235,373772521.1573931,0.9553915836603235,37.37725211573931,101900852.220574,625078172.8057189,1.0190085222057401,62.50781728057189,1105.7772959031522,4326.070846729087,95539158.36603235,373772521.1573931,0.9553915836603235,37.37725211573931,2022,1
2022-01-19,759.1141399373348,1100.712893018674,1179.4080118121992,2442.509653557897,4326.070846729087,7273.663598158091,65587461.690585725,211032834.06740227,0.6558746169058572,21.10328340674023,95101593.95681344,373772521.1573931,0.9510159395681343,37.37725211573931,101900852.220574,628444534.8808591,1.0190085222057401,62.84445348808591,1100.712893018674,4326.070846729087,95101593.95681344,373772521.1573931,0.9510159395681343,37.37725211573931,2022,1
2022-01-20,720.4891383530542,1094.4240816518045,1179.4080118121992,2434.1772606395625,4342.926181860348,7386.362567929458,62250261.55370388,210312915.3192582,0.6225026155370388,21.03129153192582,94558240.65471591,375228822.1127341,0.9455824065471591,37.522882211273405,101900852.220574,638181725.8691052,1.0190085222057401,63.81817258691052,1094.4240816518045,4342.926181860348,94558240.65471591,375228822.1127341,0.9455824065471591,37.522882211273405,2022,1
2022-01-21,704.4500291047541,1087.9404085990595,1178.1814315707688,2391.0526483446265,4342.926181860348,7425.690696785657,60864482.514650755,206586948.81697574,0.6086448251465075,20.658694881697574,93998051.30295874,375228822.1127341,0.9399805130295874,37.522882211273405,101794875.68771443,641579676.2022808,1.0179487568771444,64.15796762022808,1087.9404085990595,4342.926181860348,93998051.30295874,375228822.1127341,0.9399805130295874,37.522882211273405,2022,1
2022-01-22,687.7116497655941,1079.5695457157883,1178.1814315707688,2298.127383472649,4326.070846729087,7491.837211437045,59418286.53974733,198558205.93203688,0.5941828653974732,19.85582059320369,93274808.7498441,373772521.1573931,0.9327480874984411,37.37725211573931,101794875.68771443,647294735.0681607,1.0179487568771444,64.72947350681606,1079.5695457157883,4326.070846729087,93274808.7498441,373772521.1573931,0.9327480874984411,37.37725211573931,2022,1
2022-01-23,674.6236562269079,1074.1415874713773,1178.1814315707688,2211.057645859254,4322.6441235808,7455.671988163726,58287483.898004845,191035380.60223955,0.5828748389800484,19.103538060223954,92805833.157527,373476452.2773811,0.92805833157527,37.34764522773811,101794875.68771443,644170059.777346,1.0179487568771444,64.4170059777346,1074.1415874713773,4322.6441235808,92805833.157527,373476452.2773811,0.92805833157527,37.34764522773811,2022,1
2022-01-24,643.2643248090288,1063.8055954120614,1178.1814315707688,2127.7515058011945,4317.388943936121,7425.690696785657,55578037.66350009,183837730.1012232,0.5557803766350009,18.38377301012232,91912803.4436021,373022404.75608087,0.919128034436021,37.30224047560809,101794875.68771443,641579676.2022808,1.0179487568771444,64.15796762022808,1063.8055954120614,4317.388943936121,91912803.4436021,373022404.75608087,0.919128034436021,37.30224047560809,2022,1
2022-01-25,626.8469983466437,1060.9520253055948,1178.1814315707688,2047.508164730492,4317.388943936121,7425.690696785657,54159580.657150015,176904705.4327145,0.5415958065715002,17.69047054327145,91666254.98640339,373022404.75608087,0.916662549864034,37.30224047560809,101794875.68771443,641579676.2022808,1.0179487568771444,64.15796762022808,1060.9520253055948,4317.388943936121,91666254.98640339,373022404.75608087,0.916662549864034,37.30224047560809,2022,1
