month,avg_optical_efficiency,avg_cosine_efficiency,avg_shadow_blocking_efficiency,avg_truncation_efficiency,field_power_mw,unit_area_power_kw_m2
1.0,0.4510977428030062,0.7684137944461065,0.7299691248421717,0.9496642225517761,49.53899959896701,0.39398615468561127
2.0,0.48903687367224935,0.7807207486813,0.7802966185290405,0.9376731636793348,57.99400171853479,0.4612292116692783
3.0,0.5051645961669542,0.7913719861499218,0.7948513454861111,0.9306640081673219,63.179072478405246,0.5024663401335513
4.0,0.515378966582729,0.7981320449337973,0.7988439078282829,0.9289221151955361,66.69095095493188,0.5303964862384545
5.0,0.5216874249741374,0.7996331708812112,0.8017869120896464,0.92993343643734,68.54066643624789,0.545107366467076
6.0,0.5235037568329763,0.7994264619934668,0.8029365924873737,0.9302951488796654,69.07162247910975,0.5493300865730064
7.0,0.5216029675390841,0.7996326214154295,0.8017134232954545,0.9299212350585006,68.5193131356212,0.5449375425935248
8.0,0.5149356639117898,0.7979451334541234,0.7986663510101011,0.9288825830986189,66.55692558627831,0.5293305757426106
9.0,0.5045910227898986,0.7908913943731617,0.7945672545770203,0.9309091203231861,62.964146700691785,0.5007570246166931
10.0,0.48575759663365253,0.7792382414751976,0.7761526396780303,0.9390935984329978,57.1375896753715,0.45441812362866746
11.0,0.44675091138388234,0.7673091037036047,0.7244505602904041,0.9502348410737952,48.664689310459636,0.38703272099983554
12.0,0.426783027062153,0.7627086464672014,0.6989820075757576,0.9520479572818454,44.82283542037668,0.3564782638393945
