heliostat_id,x_m,y_m,annual_avg_power_kw,annual_unit_area_power_kw_m2
1,-198.625,284.02859165336827,10.530257877134403,0.2653126197312775
2,198.62500000000003,284.02859165336827,10.523441866384832,0.26514088854585116
3,204.3,274.1992033204149,10.603813560714908,0.26716587454560115
4,-204.3,274.1992033204149,10.74291945400777,0.27067068415237516
5,-215.65000000000003,274.1992033204149,10.74237669324454,0.2706570091520418
6,-192.95000000000002,274.1992033204149,10.97331045335799,0.27647544604076574
7,215.65000000000003,274.1992033204149,10.73430946474529,0.27045375320597864
8,192.95000000000002,274.1992033204149,10.92971555405122,0.27537706107460874
9,198.62500000000003,264.3698149874615,11.019732504169129,0.2776450618334374
10,-198.625,264.3698149874615,11.13575965202621,0.28056839637254244
11,-209.97500000000002,264.3698149874615,11.216144938995575,0.2825937248424181
12,209.97500000000002,264.3698149874615,11.09210355930226,0.279468469622128
13,-187.275,284.02859165336827,11.107230036023665,0.27984958518578146
14,187.27500000000003,284.02859165336827,11.106204413076107,0.27982374434558094
15,-187.275,264.3698149874615,11.404129879815278,0.2873300549210199
16,-221.32500000000002,264.3698149874615,11.375886238471674,0.2866184489410853
17,192.95000000000002,254.5404266545081,11.357149128301604,0.2861463625170472
18,-192.95000000000002,254.5404266545081,11.482978667468853,0.28931667088608853
19,187.27500000000003,264.3698149874615,11.378566939860775,0.2866859899183869
20,-204.3,254.5404266545081,11.550867577985917,0.29102714986107125
21,204.3,254.5404266545081,11.407747112527243,0.28742119205158084
22,181.60000000000002,274.1992033204149,11.524845822943862,0.29037152489150575
23,181.60000000000002,254.5404266545081,11.648778242045998,0.29349403482101283
24,-181.60000000000002,274.1992033204149,11.558164043450695,0.2912109862295464
25,221.32500000000005,264.3698149874615,11.410037685579514,0.28747890364271894
26,-215.65000000000003,254.5404266545081,11.782840928821063,0.2968717795117426
27,-181.60000000000002,254.5404266545081,11.75950538292599,0.29628383428888866
28,181.60000000000002,293.85797998632165,11.487369232097492,0.28942729231790104
29,-340.50000000000006,-79.65877666590676,11.746146498706787,0.29594725368371855
30,-187.275,244.71103832155472,11.895046645261264,0.2996988320801528
31,340.50000000000006,-79.65877666590676,11.636285016136554,0.29317926470487665
32,-181.60000000000002,293.85797998632165,11.586828355357337,0.29193319111507526
33,187.27500000000003,244.71103832155472,11.800243788892157,0.29731024915324156
34,-198.625,244.71103832155472,11.980996674019728,0.3018643656845485
35,175.92500000000004,264.3698149874615,11.921201096572545,0.30035780036715914
36,198.62500000000003,244.71103832155472,11.842793224779,0.2983822933932729
37,-175.925,264.3698149874615,11.953952973572768,0.3011829925314379
38,215.65000000000003,254.5404266545081,11.79202719693421,0.2971032299555105
39,-334.82500000000005,-69.82938833295339,12.020496566912747,0.3028595758859347
40,-209.97500000000002,244.71103832155472,12.228682045018811,0.3081048638200759
41,-227.00000000000003,254.5404266545081,12.172930744285798,0.30670019511931973
42,334.82500000000005,-89.48816499886013,11.883261614934067,0.29940190513817255
43,175.92500000000004,244.71103832155472,12.116940365073363,0.3052895027733274
44,175.92500000000004,284.02859165336827,11.901535736841856,0.299862326451042
45,329.15000000000003,-79.65877666590676,11.948683495923042,0.3010502266546496
46,334.82500000000005,-69.82938833295339,11.935663839711975,0.3007221929884599
47,-329.15000000000003,-79.65877666590676,12.0758644917637,0.3042545853304031
48,-334.82500000000005,-89.48816499886013,12.052051908154885,0.30365462101675195
49,-175.925,284.02859165336827,11.985758283646442,0.3019843356927801
50,-175.925,244.71103832155472,12.22128813742338,0.30791857237146336
51,181.60000000000002,234.88164998860134,12.281203565560393,0.3094281573585385
52,-181.60000000000002,234.88164998860134,12.410861759191434,0.3126949296848434
53,-340.50000000000006,-60.0,12.253573384209236,0.3087320076646318
