design_id,tower_x_m,tower_y_m,width_m,height_m,center_z_m,ground_clearance_m,spacing_clearance_m,rotation_deg,offset_u,offset_v,mirror_count,minimum_center_distance_m,required_problem_distance_m,configured_safe_distance_m,spacing_constraint_satisfied,maximum_site_radius_m,site_constraint_satisfied,minimum_tower_distance_m,tower_exclusion_satisfied,proxy_avg_optical_efficiency,proxy_avg_cosine_efficiency,proxy_avg_shadow_blocking_efficiency,proxy_avg_truncation_efficiency,proxy_field_power_mw,proxy_unit_area_power_kw_m2,proxy_total_area_m2,proxy_mirror_count,screen16_avg_optical_efficiency,screen16_avg_cosine_efficiency,screen16_avg_shadow_blocking_efficiency,screen16_avg_truncation_efficiency,screen16_field_power_mw,screen16_unit_area_power_kw_m2,screen16_total_area_m2,estimated_full_power_mw,estimated_full_unit_area_power_kw_m2
d128,-27.0941742695868,-87.74413883686066,5.909863573126494,5.907509361812845,3.1095716859156144,0.15581700500919204,0.05,51.733793020248406,0.6049065291881561,0.7290121829137206,3402,10.959863573126379,10.909863573126493,10.959863573126494,True,349.9777988541404,True,100.014528015656,True,0.604909489281727,0.7927459637750146,0.9566490010394051,0.9028874069515684,61.35400056272803,0.5165670524756253,118772.57805872758,3402.0,0.5039589637410978,0.7927929209080918,0.7737390995492847,0.956407389675504,57.40776755380819,0.4833419337367813,118772.57805872758,59.123279730228084,0.4977856058743992
d058,43.9154514670372,-90.0513048376888,5.8600105166435235,5.726886135619133,5.039834138377778,2.176391070568211,0.05,47.132597733289,0.5125990211963654,0.13309119921177626,3427,10.910010516643407,10.860010516643523,10.910010516643524,True,349.9631814600319,True,100.04705854884395,True,0.6104366245176194,0.7920625475887562,0.9579188978292422,0.9105782036853053,59.94342194060645,0.5212072922172932,115008.79369050697,3427.0,0.5047339682004668,0.7921061398593654,0.7724610324871123,0.9586297975468533,55.661030974960795,0.48397195717700286,115008.79369050697,57.32434554820439,0.4984344562596351
d013,0.0,-80.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3213,11.249999999999988,11.2,11.25,True,349.95416747011353,True,101.24999999999999,True,0.5757791922690008,0.789382954958687,0.9547392657009893,0.8647674719620246,60.74265587610302,0.4918126241509682,123507.72000000002,3213.0,0.4901941108148407,0.7894347331288252,0.764230923851022,0.9466251227533519,58.06719748636136,0.4701503475763406,123507.72000000002,59.80241535988453,0.48419981649636573
d016,-32.2131348028779,-70.92431017197669,5.869730361597612,5.616714091645553,4.30389116256139,1.4955341167386136,0.05,31.031277012079954,0.2281104875728488,0.9918137053027749,3424,10.919730361597486,10.869730361597611,10.919730361597612,True,349.972425884041,True,101.01932019740681,True,0.6096913602889553,0.7836991051979045,0.9588081647048272,0.917074911013138,58.787780296975356,0.5207782495197562,112884.47693656068,3424.0,0.5152438378487117,0.7837569573321689,0.7927360178154205,0.9626662585829497,55.78531246411325,0.49418054614775525,112884.47693656068,57.452340932131534,0.508948107758154
d056,-39.66843626461923,-75.28616721741855,6.152397492248564,6.137836449639871,4.175957275117451,1.1070390502975154,0.05,3.0894123762845993,0.7613698691129684,0.679380158893764,3254,11.20239749224847,11.152397492248564,11.202397492248565,True,349.96231464023947,True,100.16892287671216,True,0.5781781657310765,0.7854535662803819,0.9551471016532425,0.8717811298583977,60.691094950088164,0.49390989376839695,122878.88077525997,3254.0,0.4907111870153495,0.7855087386140333,0.7652968782011883,0.9510632797865818,57.8532599291901,0.47081532289508027,122878.88077525997,59.58208472212576,0.4848846632245842
d100,-7.229280509054661,-80.40891933254898,5.900293776672333,5.68712122417055,3.7298025709461475,0.8862419588608725,0.05,5.5952187068760395,0.46987356524914503,0.9395389873534441,3401,10.950293776672254,10.900293776672333,10.950293776672334,True,349.82712145183405,True,100.14559088693899,True,0.6097741679135447,0.7889818535297141,0.9583001054727381,0.9121666955669734,59.430470258020286,0.5207585552267007,114122.88797089191,3401.0,0.5148176136165499,0.7890337430009026,0.7893358571008527,0.9596666533220121,56.362652491780786,0.4938768505942173,114122.88797089191,58.04693357019661,0.5086353368922981
d014,0.0,-80.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3166,11.349999999999934,11.3,11.350000000000001,True,349.84078678762205,True,100.88100663653194,True,0.5651196488684684,0.788976524937742,0.9540943284387229,0.8497370623280316,60.65986047607877,0.4827356777826543,125658.54,3166.0,0.485497347166813,0.7890291184685972,0.7606074963150137,0.9430606522273849,58.51208868725171,0.465643550269259,125658.54,60.26060121243668,0.4795583428904767
d072,-38.51211290806532,-85.31633794307709,5.972502667922527,5.58402249366045,3.260569525964704,0.4685582791344789,0.05,57.10105916485191,0.09814779087901115,0.1997536038979888,3356,11.022502667922442,10.972502667922527,11.022502667922527,True,349.97812535893326,True,100.06398469244051,True,0.6057623039242424,0.7915207602533534,0.9590512398164063,0.9027289396552673,57.89375734526837,0.517256876388702,111924.57749322033,3356.0,0.5220310839430485,0.7915687201724052,0.7962216304131903,0.9615136948178514,56.021357794023125,0.5005277576090609,111924.57749322033,57.69543998760682,0.5154849924816703
d030,13.154852036386728,-78.10168605297804,5.965483442042022,5.874674594588577,4.5426871159649345,1.6053498186706459,0.05,0.5834054946899414,0.3815186796709895,0.40709552727639675,3370,11.015483442041907,10.965483442042022,11.015483442042022,True,349.97962356003694,True,100.44002239299517,True,0.60077246433541,0.787172160620115,0.956968545289906,0.9020578379775487,60.60127728643998,0.51312410487824,118102.5734521284,3370.0,0.5033662654290552,0.7872250855953121,0.7782640949554894,0.9554419271175577,57.01833637088191,0.4827865702180796,118102.5734521284,58.72221120335595,0.4972136464677322
d106,37.39163601770997,-72.95797204598784,5.938167097279802,5.591676608845591,3.912051510310465,1.1162132058876693,0.05,34.16396666318178,0.13879239093512297,0.39583264756947756,3384,10.988167097279682,10.938167097279802,10.988167097279803,True,349.926903250072,True,100.00198659418966,True,0.6055616027420057,0.7848074615468322,0.95901897051684,0.9094457042734093,58.117859500592395,0.5172312971850427,112363.38523382194,3384.0,0.5151373213357625,0.7848643169812729,0.794886475571316,0.9574749741259421,55.51053260337405,0.4940268797336403,112363.38523382194,57.16934984463646,0.5087898493416714
