month,avg_optical_efficiency,avg_cosine_efficiency,avg_shadow_blocking_efficiency,avg_truncation_efficiency,field_power_mw,unit_area_power_kw_m2
1.0,0.4533782146258239,0.7671209136964128,0.7343717634639898,0.9494530584338309,49.318545543166486,0.3959827087522828
2.0,0.49175517665426305,0.7797153154535822,0.7847267865678775,0.9381064582169216,57.76375400211818,0.46378999067275994
3.0,0.5080716927461831,0.7907182798607384,0.7994094566602932,0.9308886613616913,62.94111447107616,0.5053594489790794
4.0,0.5185009261776758,0.7978792354422595,0.8033871594168259,0.9290615087011028,66.46045616325812,0.533616536469125
5.0,0.5247690743528992,0.7996778944778207,0.8060570526609305,0.9300138737284671,68.29314836298332,0.5483313747427145
6.0,0.5266942481762147,0.7995853075978119,0.80720776569471,0.9305011899081833,68.83483151633024,0.5526805938850363
7.0,0.5246978438116034,0.7996736716747046,0.8060159735500317,0.9299941828991102,68.273657143559,0.5481748781189898
8.0,0.5180844528361164,0.7976742200560285,0.8032196064372211,0.9290715511554083,66.33063000683666,0.5325741514490381
9.0,0.5074248692568151,0.7902178214603317,0.7990970064531548,0.9310666030653325,62.71836348451474,0.5035709627602667
10.0,0.4884203078384247,0.77819350488546,0.7805048498247291,0.9394708585082123,56.90646787559105,0.4569067689795971
11.0,0.4489211298030112,0.7659938792736023,0.728696871016571,0.9500660317855628,48.43948338913143,0.38892464552104367
12.0,0.42842016484319895,0.7613049144561781,0.7022561145634163,0.9521684640709965,44.57156845311833,0.3578688344317789
