candidate_id,margin_m,rotation_deg,phase_1,phase_2,baseline_core_count,replacement_count,mirror_count,mirror_delta,zone_choices,minimum_center_distance_m,required_problem_distance_m,configured_safe_distance_m,spacing_constraint_satisfied,maximum_site_radius_m,site_constraint_satisfied,minimum_tower_distance_m,tower_exclusion_satisfied,screen_avg_optical_efficiency,screen_avg_cosine_efficiency,screen_avg_shadow_blocking_efficiency,screen_avg_truncation_efficiency,screen_field_power_mw,screen_unit_area_power_kw_m2,screen_total_area_m2,estimated_full_power_mw,estimated_full_unit_area_power_kw_m2
absolute-m11.35-o0.0,11.35,0.0,per-zone,per-zone,590,589,3167,-1,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 43, ""rotation_deg"": 0.0}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 43, ""rotation_deg"": 0.0}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 42, ""rotation_deg"": 0.0}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 58, ""rotation_deg"": 0.0}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 58, ""rotation_deg"": 0.0}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 58, ""rotation_deg"": 0.0}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 58, ""rotation_deg"": 0.0}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 57, ""rotation_deg"": 0.0}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 58, ""rotation_deg"": 0.0}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 57, ""rotation_deg"": 0.0}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 57, ""rotation_deg"": 0.0}}",11.349999999999909,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.4862964850951064,0.7794132994753352,0.7714319545311019,0.9424136849786123,58.644669708074936,0.46655127688015124,125698.23,60.397458261941786,0.4804956940280049
absolute-m11.35-o2.5,11.35,2.5,per-zone,per-zone,590,417,2995,-173,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.5, ""phase_2"": 0.5, ""replacement_count"": 30, ""rotation_deg"": 2.5}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.875, ""phase_2"": 0.125, ""replacement_count"": 30, ""rotation_deg"": 2.5}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.0, ""phase_2"": 0.75, ""replacement_count"": 29, ""rotation_deg"": 2.5}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.25, ""phase_2"": 0.625, ""replacement_count"": 41, ""rotation_deg"": 2.5}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.375, ""phase_2"": 0.125, ""replacement_count"": 42, ""rotation_deg"": 2.5}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.5, ""phase_2"": 0.75, ""replacement_count"": 41, ""rotation_deg"": 2.5}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.125, ""phase_2"": 0.25, ""replacement_count"": 42, ""rotation_deg"": 2.5}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.125, ""replacement_count"": 40, ""rotation_deg"": 2.5}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.125, ""phase_2"": 0.875, ""replacement_count"": 42, ""rotation_deg"": 2.5}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.625, ""phase_2"": 0.0, ""replacement_count"": 40, ""rotation_deg"": 2.5}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.5, ""replacement_count"": 40, ""rotation_deg"": 2.5}}",11.349999999999932,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5028435181060177,0.7796061852811079,0.7970089037284364,0.9405821230800363,57.34573100073586,0.4824176264273146,118871.54999999999,59.098519554602724,0.49716285818265793
absolute-m11.35-o5.0,11.35,5.0,per-zone,per-zone,590,407,2985,-183,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.0, ""phase_2"": 0.375, ""replacement_count"": 29, ""rotation_deg"": 5.0}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.5, ""phase_2"": 0.125, ""replacement_count"": 30, ""rotation_deg"": 5.0}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.375, ""phase_2"": 0.25, ""replacement_count"": 28, ""rotation_deg"": 5.0}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.625, ""phase_2"": 0.75, ""replacement_count"": 41, ""rotation_deg"": 5.0}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.375, ""replacement_count"": 40, ""rotation_deg"": 5.0}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.625, ""phase_2"": 0.75, ""replacement_count"": 41, ""rotation_deg"": 5.0}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.75, ""phase_2"": 0.375, ""replacement_count"": 41, ""rotation_deg"": 5.0}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 39, ""rotation_deg"": 5.0}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.125, ""replacement_count"": 40, ""rotation_deg"": 5.0}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.125, ""phase_2"": 0.0, ""replacement_count"": 39, ""rotation_deg"": 5.0}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.375, ""phase_2"": 0.0, ""replacement_count"": 39, ""rotation_deg"": 5.0}}",11.34999999999992,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5038524960263103,0.7796091812394774,0.7989426298157455,0.9400295822500596,57.269425693832346,0.48338970145792665,118474.65,59.0222142476992,0.4981843309745942
absolute-m11.35-o7.5,11.35,7.5,per-zone,per-zone,590,409,2987,-181,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.125, ""phase_2"": 0.375, ""replacement_count"": 29, ""rotation_deg"": 7.5}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.0, ""phase_2"": 0.625, ""replacement_count"": 29, ""rotation_deg"": 7.5}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.5, ""phase_2"": 0.375, ""replacement_count"": 28, ""rotation_deg"": 7.5}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.125, ""phase_2"": 0.125, ""replacement_count"": 41, ""rotation_deg"": 7.5}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.125, ""phase_2"": 0.5, ""replacement_count"": 40, ""rotation_deg"": 7.5}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.125, ""phase_2"": 0.75, ""replacement_count"": 41, ""rotation_deg"": 7.5}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.125, ""phase_2"": 0.375, ""replacement_count"": 41, ""rotation_deg"": 7.5}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.0, ""replacement_count"": 39, ""rotation_deg"": 7.5}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.875, ""phase_2"": 0.375, ""replacement_count"": 42, ""rotation_deg"": 7.5}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.625, ""phase_2"": 0.5, ""replacement_count"": 40, ""rotation_deg"": 7.5}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.5, ""replacement_count"": 39, ""rotation_deg"": 7.5}}",11.349999999999927,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5038819671261703,0.7794716546798589,0.7994347031581296,0.9397551371971776,57.311504332308424,0.4834209712846405,118554.03,59.06429288617529,0.4982056947889101
absolute-m11.35-o10.0,11.35,10.0,per-zone,per-zone,590,409,2987,-181,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.5, ""phase_2"": 0.25, ""replacement_count"": 29, ""rotation_deg"": 10.0}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.375, ""phase_2"": 0.0, ""replacement_count"": 29, ""rotation_deg"": 10.0}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.0, ""phase_2"": 0.25, ""replacement_count"": 28, ""rotation_deg"": 10.0}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.625, ""phase_2"": 0.0, ""replacement_count"": 41, ""rotation_deg"": 10.0}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.375, ""phase_2"": 0.125, ""replacement_count"": 41, ""rotation_deg"": 10.0}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.125, ""phase_2"": 0.625, ""replacement_count"": 41, ""rotation_deg"": 10.0}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.625, ""replacement_count"": 41, ""rotation_deg"": 10.0}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.25, ""replacement_count"": 39, ""rotation_deg"": 10.0}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.125, ""phase_2"": 0.0, ""replacement_count"": 40, ""rotation_deg"": 10.0}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.75, ""phase_2"": 0.25, ""replacement_count"": 40, ""rotation_deg"": 10.0}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.125, ""phase_2"": 0.25, ""replacement_count"": 40, ""rotation_deg"": 10.0}}",11.349999999999927,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5042974026859586,0.7795675268241862,0.7996195318602836,0.940096094295542,57.357196947177925,0.48380638724114156,118554.03,59.10998550104478,0.498591110745411
absolute-m11.35-o12.5,11.35,12.5,per-zone,per-zone,590,412,2990,-178,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.0, ""phase_2"": 0.375, ""replacement_count"": 29, ""rotation_deg"": 12.5}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.125, ""phase_2"": 0.375, ""replacement_count"": 29, ""rotation_deg"": 12.5}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.5, ""phase_2"": 0.125, ""replacement_count"": 28, ""rotation_deg"": 12.5}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.25, ""phase_2"": 0.25, ""replacement_count"": 41, ""rotation_deg"": 12.5}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.625, ""phase_2"": 0.75, ""replacement_count"": 42, ""rotation_deg"": 12.5}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.75, ""phase_2"": 0.375, ""replacement_count"": 41, ""rotation_deg"": 12.5}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.25, ""phase_2"": 0.25, ""replacement_count"": 42, ""rotation_deg"": 12.5}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.125, ""replacement_count"": 39, ""rotation_deg"": 12.5}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.75, ""phase_2"": 0.0, ""replacement_count"": 41, ""rotation_deg"": 12.5}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.375, ""phase_2"": 0.375, ""replacement_count"": 40, ""rotation_deg"": 12.5}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.625, ""phase_2"": 0.875, ""replacement_count"": 40, ""rotation_deg"": 12.5}}",11.3499999999999,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5037080504494151,0.77958958990157,0.7989565914158305,0.939997895004166,57.34783687465795,0.483242090032686,118673.09999999999,59.100625428524815,0.49801197936621544
absolute-m11.35-o15.0,11.35,15.0,per-zone,per-zone,590,414,2992,-176,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.0, ""phase_2"": 0.625, ""replacement_count"": 29, ""rotation_deg"": 15.0}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.25, ""phase_2"": 0.0, ""replacement_count"": 29, ""rotation_deg"": 15.0}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.0, ""phase_2"": 0.625, ""replacement_count"": 28, ""rotation_deg"": 15.0}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.625, ""replacement_count"": 41, ""rotation_deg"": 15.0}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.25, ""phase_2"": 0.25, ""replacement_count"": 41, ""rotation_deg"": 15.0}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.5, ""phase_2"": 0.125, ""replacement_count"": 41, ""rotation_deg"": 15.0}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.875, ""phase_2"": 0.25, ""replacement_count"": 42, ""rotation_deg"": 15.0}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.75, ""replacement_count"": 40, ""rotation_deg"": 15.0}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.75, ""phase_2"": 0.0, ""replacement_count"": 42, ""rotation_deg"": 15.0}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.625, ""replacement_count"": 40, ""rotation_deg"": 15.0}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.875, ""phase_2"": 0.0, ""replacement_count"": 41, ""rotation_deg"": 15.0}}",11.349999999999934,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.504273147921274,0.779411901136844,0.8002137644830659,0.9398397824199963,57.45061767727026,0.48378457171816763,118752.48,59.203406231137116,0.4985445881310194
absolute-m11.35-o20.0,11.35,20.0,per-zone,per-zone,590,409,2987,-181,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.0, ""phase_2"": 0.125, ""replacement_count"": 28, ""rotation_deg"": 20.0}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.25, ""phase_2"": 0.25, ""replacement_count"": 30, ""rotation_deg"": 20.0}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.375, ""phase_2"": 0.125, ""replacement_count"": 28, ""rotation_deg"": 20.0}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.25, ""replacement_count"": 41, ""rotation_deg"": 20.0}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.375, ""phase_2"": 0.125, ""replacement_count"": 40, ""rotation_deg"": 20.0}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.125, ""phase_2"": 0.25, ""replacement_count"": 41, ""rotation_deg"": 20.0}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.375, ""replacement_count"": 41, ""rotation_deg"": 20.0}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.25, ""phase_2"": 0.375, ""replacement_count"": 40, ""rotation_deg"": 20.0}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.625, ""phase_2"": 0.5, ""replacement_count"": 41, ""rotation_deg"": 20.0}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.125, ""phase_2"": 0.375, ""replacement_count"": 39, ""rotation_deg"": 20.0}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.625, ""phase_2"": 0.375, ""replacement_count"": 40, ""rotation_deg"": 20.0}}",11.349999999999918,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5067086671920554,0.7795618292955332,0.8033736469144069,0.9400968738263685,57.62988182692931,0.4861064767425392,118554.03,59.382670380796164,0.5008912002468087
absolute-m11.35-o25.0,11.35,25.0,per-zone,per-zone,590,412,2990,-178,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.625, ""phase_2"": 0.625, ""replacement_count"": 30, ""rotation_deg"": 25.0}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.25, ""phase_2"": 0.5, ""replacement_count"": 29, ""rotation_deg"": 25.0}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.5, ""phase_2"": 0.875, ""replacement_count"": 29, ""rotation_deg"": 25.0}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.75, ""phase_2"": 0.625, ""replacement_count"": 41, ""rotation_deg"": 25.0}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.0, ""phase_2"": 0.5, ""replacement_count"": 41, ""rotation_deg"": 25.0}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.375, ""phase_2"": 0.125, ""replacement_count"": 41, ""rotation_deg"": 25.0}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.375, ""phase_2"": 0.125, ""replacement_count"": 41, ""rotation_deg"": 25.0}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.25, ""phase_2"": 0.125, ""replacement_count"": 40, ""rotation_deg"": 25.0}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.625, ""phase_2"": 0.0, ""replacement_count"": 41, ""rotation_deg"": 25.0}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.75, ""phase_2"": 0.0, ""replacement_count"": 40, ""rotation_deg"": 25.0}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.0, ""phase_2"": 0.125, ""replacement_count"": 39, ""rotation_deg"": 25.0}}",11.349999999999904,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.508068769736152,0.7795208678530309,0.8054121376811594,0.9400881162377818,57.84377886400571,0.48742114989838226,118673.09999999999,59.59656741787257,0.5021910392319117
absolute-m11.35-o30.0,11.35,30.0,per-zone,per-zone,590,419,2997,-171,"{""R4-S02"": {""baseline_core_count"": 43, ""phase_1"": 0.125, ""phase_2"": 0.625, ""replacement_count"": 29, ""rotation_deg"": 30.0}, ""R4-S05"": {""baseline_core_count"": 43, ""phase_1"": 0.125, ""phase_2"": 0.0, ""replacement_count"": 29, ""rotation_deg"": 30.0}, ""R4-S12"": {""baseline_core_count"": 42, ""phase_1"": 0.25, ""phase_2"": 0.75, ""replacement_count"": 29, ""rotation_deg"": 30.0}, ""R5-S02"": {""baseline_core_count"": 58, ""phase_1"": 0.125, ""phase_2"": 0.5, ""replacement_count"": 42, ""rotation_deg"": 30.0}, ""R5-S03"": {""baseline_core_count"": 58, ""phase_1"": 0.375, ""phase_2"": 0.125, ""replacement_count"": 41, ""rotation_deg"": 30.0}, ""R5-S04"": {""baseline_core_count"": 59, ""phase_1"": 0.375, ""phase_2"": 0.375, ""replacement_count"": 42, ""rotation_deg"": 30.0}, ""R5-S05"": {""baseline_core_count"": 58, ""phase_1"": 0.875, ""phase_2"": 0.625, ""replacement_count"": 42, ""rotation_deg"": 30.0}, ""R5-S07"": {""baseline_core_count"": 57, ""phase_1"": 0.75, ""phase_2"": 0.5, ""replacement_count"": 41, ""rotation_deg"": 30.0}, ""R5-S09"": {""baseline_core_count"": 58, ""phase_1"": 0.625, ""phase_2"": 0.25, ""replacement_count"": 42, ""rotation_deg"": 30.0}, ""R5-S10"": {""baseline_core_count"": 57, ""phase_1"": 0.375, ""phase_2"": 0.875, ""replacement_count"": 41, ""rotation_deg"": 30.0}, ""R5-S12"": {""baseline_core_count"": 57, ""phase_1"": 0.25, ""phase_2"": 0.25, ""replacement_count"": 41, ""rotation_deg"": 30.0}}",11.349999999999909,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5078353777770642,0.7793972962475305,0.805032463018574,0.9403145927837285,57.95474523331662,0.48721557059971393,118950.93,59.707533787183486,0.501950962360559
